,date,CN_search,AF_search,AL_search,DZ_search,AD_search,AO_search,AG_search,AR_search,AM_search,AU_search,AT_search,AZ_search,BS_search,BH_search,BD_search,BB_search,BY_search,BE_search,BZ_search,BJ_search,BT_search,BO_search,BA_search,BW_search,BR_search,BN_search,BG_search,BF_search,MM_search,BI_search,CV_search,KH_search,CM_search,CA_search,CF_search,TD_search,CL_search,CO_search,KM_search,CG_search,CD_search,CR_search,CI_search,HR_search,CU_search,CY_search,CZ_search,DK_search,DJ_search,DM_search,DO_search,EC_search,EG_search,SV_search,GQ_search,ER_search,EE_search,SZ_search,ET_search,FJ_search,FI_search,FR_search,GA_search,GM_search,GE_search,DE_search,GH_search,GR_search,GD_search,GT_search,GN_search,GW_search,GY_search,HT_search,VA_search,HN_search,HU_search,IS_search,IN_search,ID_search,IR_search,IQ_search,IE_search,IL_search,IT_search,JM_search,JP_search,JO_search,KZ_search,KE_search,KR_search,XK_search,KW_search,KG_search,LA_search,LV_search,LB_search,LR_search,LY_search,LI_search,LT_search,LU_search,MG_search,MW_search,MY_search,MV_search,ML_search,MT_search,MR_search,MU_search,MX_search,MD_search,MC_search,MN_search,ME_search,MA_search,MZ_search,NA_search,NP_search,NL_search,NZ_search,NI_search,NE_search,NG_search,MK_search,NO_search,OM_search,PK_search,PA_search,PG_search,PY_search,PE_search,PH_search,PL_search,PT_search,QA_search,RO_search,RU_search,RW_search,KN_search,LC_search,VC_search,SM_search,ST_search,SA_search,SN_search,RS_search,SC_search,SL_search,SG_search,SK_search,SI_search,SO_search,ZA_search,SS_search,ES_search,LK_search,SD_search,SR_search,SE_search,CH_search,SY_search,TW_search,TJ_search,TZ_search,TH_search,TL_search,TG_search,TT_search,TN_search,TR_search,US_search,UG_search,UA_search,AE_search,GB_search,UY_search,UZ_search,VE_search,VN_search,PS_search,EH_search,YE_search,ZM_search,ZW_search,LS_search
10,2020-02-20,29,3.0,2.0,1.0,0.0,3.0,9,2.0,4.0,5.0,2.0,1.0,3.0,4.0,2.0,6.0,5.0,2.0,5.0,8.0,7.0,3.0,0.0,3.0,1.0,20.0,3.0,2.0,7.0,16,12.0,8.0,4.0,5.0,0.0,10,6.0,3.0,0,5.0,4.0,3.0,5.0,6.0,1.0,4.0,4.0,4.0,8.0,16,1.0,2.0,2.0,1.0,7.0,,5.0,0,2.0,9.0,6.0,2.0,4.0,4.0,3.0,3.0,3.0,3.0,0.0,3.0,4.0,0,0.0,3.0,,5.0,5.0,4.0,2.0,3.0,32.0,13.0,2.0,5,2.0,3.0,14,3.0,1.0,4.0,50.0,3.0,1.0,4.0,27.0,4.0,3.0,2.0,0.0,24.0,5.0,2.0,8,11.0,12.0,7.0,4.0,4.0,9,4.0,2.0,4.0,,19.0,0.0,2.0,4.0,3.0,1.0,3.0,6.0,4.0,17.0,5.0,2.0,3.0,2.0,2.0,3.0,2.0,1.0,2.0,5.0,3.0,2.0,2.0,2.0,2.0,2.0,14,0.0,0.0,7.0,0.0,1.0,4.0,1.0,8,2.0,29,3.0,5.0,2.0,3.0,0,2.0,4.0,0.0,0.0,5.0,2.0,0.0,12.0,0,3.0,5.0,0.0,2.0,5.0,0.0,6.0,3.0,1.0,5.0,3.0,3.0,2.0,4.0,2.0,2.0,8.0,0,0,3.0,7.0,
11,2020-02-21,28,8.0,11.0,1.0,4.0,2.0,0,2.0,10.0,6.0,3.0,5.0,4.0,5.0,2.0,3.0,8.0,3.0,11.0,3.0,14.0,4.0,3.0,6.0,1.0,16.0,5.0,1.0,10.0,0,7.0,14.0,3.0,5.0,0.0,6,4.0,3.0,0,3.0,1.0,3.0,3.0,8.0,3.0,6.0,6.0,4.0,7.0,0,2.0,2.0,5.0,2.0,0.0,,8.0,5,2.0,7.0,6.0,3.0,6.0,0.0,2.0,4.0,4.0,4.0,0.0,2.0,0.0,0,0.0,0.0,,3.0,4.0,9.0,2.0,3.0,33.0,14.0,3.0,13,35.0,3.0,16,2.0,1.0,2.0,65.0,4.0,2.0,4.0,17.0,5.0,29.0,5.0,9.0,0.0,5.0,4.0,5,0.0,12.0,3.0,1.0,4.0,0,3.0,2.0,5.0,,16.0,7.0,2.0,4.0,3.0,1.0,5.0,7.0,4.0,4.0,4.0,4.0,4.0,2.0,1.0,2.0,7.0,1.0,2.0,5.0,6.0,3.0,3.0,3.0,4.0,0.0,14,0.0,0.0,39.0,0.0,1.0,2.0,1.0,0,3.0,31,4.0,8.0,2.0,3.0,0,3.0,4.0,0.0,0.0,6.0,5.0,7.0,9.0,9,1.0,5.0,0.0,2.0,5.0,1.0,10.0,3.0,2.0,5.0,5.0,3.0,2.0,2.0,5.0,3.0,4.0,0,11,4.0,5.0,
12,2020-02-22,32,15.0,29.0,1.0,6.0,4.0,8,3.0,7.0,7.0,8.0,7.0,11.0,5.0,3.0,3.0,3.0,5.0,4.0,8.0,4.0,3.0,6.0,4.0,2.0,20.0,9.0,0.0,7.0,0,8.0,7.0,1.0,5.0,0.0,0,3.0,4.0,0,7.0,3.0,3.0,1.0,14.0,3.0,8.0,8.0,7.0,13.0,18,1.0,3.0,3.0,2.0,0.0,,14.0,5,3.0,8.0,11.0,5.0,6.0,5.0,2.0,6.0,1.0,9.0,0.0,4.0,3.0,0,3.0,3.0,,2.0,7.0,10.0,2.0,4.0,38.0,28.0,4.0,22,73.0,3.0,19,5.0,1.0,3.0,77.0,2.0,5.0,11.0,6.0,3.0,17.0,0.0,4.0,0.0,8.0,7.0,5,6.0,13.0,20.0,3.0,11.0,16,7.0,2.0,12.0,,42.0,15.0,2.0,2.0,4.0,2.0,7.0,8.0,1.0,8.0,3.0,7.0,5.0,3.0,2.0,2.0,5.0,3.0,2.0,4.0,9.0,6.0,3.0,9.0,6.0,0.0,32,0.0,0.0,30.0,0.0,2.0,3.0,2.0,8,0.0,33,6.0,17.0,2.0,3.0,0,5.0,4.0,5.0,3.0,10.0,10.0,7.0,10.0,9,4.0,6.0,0.0,2.0,6.0,2.0,16.0,4.0,2.0,7.0,5.0,3.0,3.0,4.0,4.0,3.0,0.0,8,11,2.0,3.0,
13,2020-02-23,31,15.0,83.0,3.0,8.0,6.0,8,4.0,15.0,8.0,22.0,25.0,2.0,6.0,2.0,3.0,11.0,11.0,4.0,6.0,4.0,7.0,21.0,4.0,2.0,22.0,19.0,3.0,11.0,0,15.0,10.0,4.0,7.0,0.0,6,4.0,5.0,17,4.0,5.0,6.0,9.0,37.0,4.0,9.0,18.0,13.0,7.0,23,4.0,4.0,7.0,3.0,0.0,,16.0,0,2.0,4.0,17.0,10.0,8.0,13.0,12.0,15.0,2.0,18.0,0.0,4.0,0.0,0,0.0,1.0,,3.0,24.0,13.0,2.0,5.0,48.0,20.0,9.0,24,100.0,3.0,20,4.0,1.0,5.0,88.0,20.0,4.0,4.0,8.0,15.0,9.0,3.0,11.0,0.0,15.0,22.0,5,12.0,14.0,17.0,2.0,15.0,9,8.0,3.0,26.0,,23.0,17.0,8.0,4.0,3.0,4.0,14.0,8.0,4.0,10.0,3.0,16.0,11.0,4.0,3.0,4.0,5.0,4.0,3.0,5.0,16.0,11.0,5.0,27.0,7.0,0.0,0,0.0,6.0,100.0,0.0,2.0,10.0,8.0,11,5.0,36,14.0,53.0,3.0,5.0,0,11.0,7.0,0.0,7.0,17.0,23.0,7.0,13.0,10,4.0,7.0,0.0,6.0,5.0,5.0,20.0,5.0,2.0,8.0,7.0,6.0,3.0,4.0,3.0,3.0,22.0,0,0,2.0,6.0,
14,2020-02-24,27,18.0,73.0,3.0,17.0,8.0,14,8.0,29.0,11.0,27.0,29.0,7.0,38.0,3.0,9.0,13.0,17.0,6.0,5.0,8.0,7.0,23.0,14.0,3.0,17.0,33.0,4.0,15.0,0,22.0,11.0,4.0,11.0,0.0,0,6.0,8.0,30,7.0,6.0,6.0,3.0,56.0,6.0,18.0,29.0,17.0,10.0,0,4.0,6.0,6.0,7.0,0.0,,17.0,0,4.0,6.0,21.0,14.0,10.0,9.0,18.0,17.0,2.0,28.0,7.0,6.0,6.0,19,5.0,3.0,,4.0,27.0,11.0,3.0,5.0,55.0,30.0,13.0,22,90.0,4.0,21,10.0,3.0,5.0,83.0,35.0,22.0,4.0,31.0,26.0,15.0,10.0,13.0,37.0,22.0,23.0,10,8.0,13.0,17.0,5.0,33.0,11,11.0,5.0,49.0,,50.0,15.0,11.0,4.0,6.0,3.0,20.0,11.0,6.0,6.0,3.0,32.0,14.0,12.0,5.0,8.0,4.0,6.0,5.0,6.0,29.0,13.0,8.0,38.0,9.0,0.0,12,0.0,0.0,59.0,0.0,3.0,11.0,20.0,7,4.0,35,21.0,65.0,6.0,5.0,0,19.0,9.0,5.0,10.0,20.0,26.0,7.0,13.0,0,6.0,10.0,0.0,2.0,12.0,7.0,26.0,7.0,5.0,14.0,8.0,9.0,6.0,7.0,5.0,4.0,24.0,0,16,3.0,7.0,
15,2020-02-25,39,35.0,47.0,9.0,20.0,9.0,15,16.0,16.0,12.0,45.0,15.0,6.0,77.0,4.0,13.0,4.0,22.0,8.0,2.0,8.0,11.0,54.0,0.0,5.0,27.0,40.0,5.0,16.0,0,30.0,15.0,8.0,13.0,0.0,5,11.0,14.0,13,14.0,5.0,10.0,5.0,84.0,7.0,21.0,49.0,27.0,14.0,0,7.0,9.0,6.0,8.0,19.0,,25.0,4,4.0,7.0,29.0,17.0,12.0,5.0,23.0,26.0,4.0,31.0,7.0,17.0,13.0,0,7.0,5.0,,10.0,40.0,33.0,3.0,4.0,46.0,42.0,31.0,21,75.0,7.0,28,14.0,2.0,5.0,70.0,21.0,26.0,8.0,26.0,32.0,12.0,2.0,15.0,27.0,34.0,33.0,10,8.0,14.0,14.0,6.0,39.0,12,15.0,6.0,40.0,,44.0,44.0,15.0,9.0,5.0,3.0,34.0,14.0,7.0,8.0,4.0,34.0,26.0,13.0,6.0,13.0,6.0,19.0,8.0,6.0,31.0,21.0,9.0,37.0,11.0,5.0,0,11.0,0.0,78.0,0.0,5.0,16.0,37.0,21,4.0,34,34.0,57.0,5.0,6.0,4,33.0,8.0,0.0,0.0,29.0,35.0,50.0,13.0,9,5.0,10.0,0.0,9.0,7.0,8.0,37.0,10.0,3.0,13.0,12.0,16.0,13.0,7.0,10.0,4.0,15.0,9,21,5.0,7.0,
16,2020-02-26,39,21.0,35.0,8.0,31.0,11.0,17,28.0,16.0,15.0,42.0,13.0,8.0,60.0,3.0,16.0,11.0,22.0,9.0,8.0,17.0,30.0,26.0,7.0,24.0,18.0,42.0,3.0,14.0,0,24.0,16.0,11.0,15.0,15.0,0,15.0,20.0,0,6.0,5.0,18.0,8.0,48.0,11.0,30.0,52.0,23.0,7.0,16,9.0,16.0,10.0,19.0,6.0,,27.0,7,4.0,9.0,43.0,21.0,20.0,5.0,54.0,45.0,6.0,44.0,6.0,25.0,10.0,0,5.0,10.0,,14.0,36.0,32.0,3.0,5.0,42.0,23.0,31.0,25,57.0,6.0,31,12.0,3.0,7.0,69.0,20.0,38.0,11.0,20.0,44.0,16.0,7.0,13.0,21.0,48.0,34.0,10,4.0,14.0,23.0,11.0,30.0,8,15.0,10.0,28.0,,44.0,20.0,17.0,8.0,4.0,4.0,38.0,15.0,6.0,11.0,5.0,51.0,46.0,12.0,17.0,18.0,6.0,32.0,22.0,7.0,30.0,22.0,11.0,31.0,14.0,4.0,0,5.0,6.0,35.0,0.0,6.0,11.0,39.0,27,4.0,34,31.0,31.0,6.0,7.0,0,27.0,6.0,11.0,6.0,33.0,35.0,7.0,17.0,12,6.0,11.0,0.0,8.0,11.0,10.0,41.0,16.0,4.0,16.0,13.0,21.0,20.0,5.0,20.0,4.0,16.0,9,0,6.0,7.0,
17,2020-02-27,27,17.0,27.0,8.0,26.0,8.0,23,21.0,26.0,18.0,39.0,24.0,25.0,49.0,3.0,22.0,25.0,19.0,10.0,10.0,16.0,25.0,16.0,5.0,19.0,25.0,48.0,2.0,14.0,0,64.0,20.0,7.0,15.0,0.0,10,14.0,18.0,17,5.0,5.0,26.0,6.0,31.0,14.0,24.0,50.0,50.0,15.0,19,10.0,13.0,10.0,16.0,0.0,,46.0,5,7.0,8.0,37.0,22.0,16.0,11.0,49.0,51.0,7.0,45.0,0.0,15.0,6.0,16,6.0,15.0,,11.0,39.0,29.0,3.0,6.0,50.0,18.0,45.0,28,49.0,10.0,32,10.0,3.0,14.0,51.0,17.0,43.0,9.0,14.0,54.0,19.0,3.0,14.0,44.0,45.0,35.0,12,6.0,13.0,23.0,7.0,25.0,18,14.0,12.0,22.0,,33.0,22.0,16.0,9.0,8.0,3.0,44.0,17.0,9.0,9.0,7.0,28.0,56.0,13.0,29.0,19.0,8.0,16.0,20.0,6.0,36.0,26.0,16.0,30.0,12.0,9.0,14,14.0,6.0,33.0,0.0,9.0,15.0,24.0,9,2.0,34,47.0,26.0,6.0,8.0,0,20.0,6.0,5.0,23.0,47.0,46.0,8.0,15.0,8,5.0,11.0,0.0,7.0,11.0,8.0,32.0,18.0,6.0,14.0,14.0,19.0,13.0,14.0,22.0,5.0,11.0,9,15,8.0,12.0,
18,2020-02-28,39,25.0,25.0,5.0,22.0,16.0,10,16.0,17.0,18.0,33.0,25.0,21.0,34.0,4.0,25.0,38.0,22.0,12.0,16.0,3.0,21.0,25.0,10.0,18.0,30.0,34.0,4.0,19.0,16,22.0,14.0,17.0,18.0,0.0,14,11.0,17.0,19,7.0,5.0,27.0,21.0,23.0,21.0,25.0,34.0,28.0,11.0,18,26.0,22.0,13.0,23.0,6.0,,34.0,9,6.0,11.0,27.0,32.0,21.0,13.0,23.0,53.0,15.0,38.0,22.0,28.0,4.0,0,9.0,16.0,,17.0,29.0,65.0,4.0,9.0,42.0,17.0,36.0,29,42.0,17.0,34,17.0,3.0,21.0,53.0,13.0,32.0,8.0,6.0,40.0,26.0,15.0,9.0,52.0,55.0,29.0,16,6.0,14.0,19.0,8.0,22.0,23,26.0,40.0,26.0,,28.0,27.0,14.0,11.0,10.0,4.0,56.0,41.0,12.0,24.0,55.0,27.0,45.0,12.0,12.0,21.0,9.0,13.0,19.0,7.0,35.0,28.0,13.0,23.0,14.0,4.0,15,11.0,0.0,52.0,0.0,7.0,20.0,15.0,28,7.0,34,37.0,23.0,5.0,11.0,0,21.0,10.0,8.0,23.0,46.0,53.0,7.0,17.0,0,7.0,11.0,0.0,4.0,20.0,6.0,18.0,18.0,9.0,13.0,20.0,21.0,13.0,9.0,23.0,4.0,9.0,0,11,7.0,19.0,
19,2020-02-29,45,14.0,20.0,3.0,19.0,6.0,12,11.0,26.0,17.0,32.0,14.0,23.0,26.0,3.0,20.0,36.0,21.0,24.0,13.0,8.0,19.0,18.0,4.0,13.0,18.0,27.0,4.0,15.0,0,27.0,15.0,10.0,18.0,0.0,6,15.0,14.0,20,6.0,5.0,27.0,13.0,21.0,14.0,18.0,28.0,25.0,17.0,18,16.0,80.0,13.0,20.0,48.0,,21.0,5,2.0,9.0,24.0,31.0,14.0,14.0,46.0,45.0,10.0,31.0,0.0,26.0,6.0,0,10.0,10.0,,13.0,27.0,38.0,4.0,8.0,38.0,17.0,30.0,30,43.0,14.0,29,17.0,2.0,13.0,60.0,13.0,24.0,7.0,32.0,26.0,27.0,8.0,9.0,63.0,29.0,36.0,9,21.0,12.0,21.0,9.0,28.0,38,20.0,30.0,21.0,,41.0,12.0,12.0,8.0,10.0,5.0,35.0,25.0,19.0,24.0,25.0,13.0,36.0,8.0,6.0,21.0,5.0,10.0,18.0,6.0,31.0,23.0,27.0,16.0,13.0,5.0,33,18.0,7.0,26.0,0.0,7.0,20.0,18.0,18,9.0,32,25.0,21.0,8.0,9.0,4,19.0,9.0,11.0,7.0,37.0,42.0,14.0,17.0,9,8.0,10.0,0.0,3.0,19.0,7.0,17.0,20.0,8.0,9.0,21.0,15.0,8.0,17.0,19.0,4.0,12.0,20,17,8.0,16.0,
20,2020-03-01,63,10.0,11.0,3.0,7.0,12.0,38,8.0,69.0,20.0,27.0,16.0,20.0,25.0,4.0,22.0,25.0,32.0,8.0,12.0,8.0,16.0,14.0,15.0,10.0,24.0,24.0,4.0,13.0,17,32.0,13.0,10.0,17.0,0.0,10,8.0,13.0,0,8.0,6.0,22.0,10.0,25.0,15.0,17.0,57.0,19.0,22.0,33,34.0,52.0,12.0,12.0,0.0,,29.0,5,5.0,8.0,32.0,33.0,12.0,9.0,32.0,42.0,9.0,24.0,29.0,17.0,4.0,0,5.0,12.0,,14.0,24.0,44.0,4.0,7.0,40.0,17.0,42.0,21,40.0,11.0,20,18.0,3.0,10.0,53.0,11.0,19.0,10.0,24.0,24.0,20.0,8.0,7.0,24.0,26.0,44.0,15,15.0,14.0,19.0,4.0,26.0,13,19.0,19.0,11.0,,14.0,23.0,10.0,5.0,16.0,6.0,42.0,22.0,12.0,8.0,17.0,20.0,38.0,9.0,9.0,25.0,7.0,11.0,14.0,6.0,28.0,21.0,29.0,14.0,11.0,7.0,45,0.0,16.0,42.0,0.0,6.0,14.0,9.0,16,11.0,33,27.0,22.0,3.0,9.0,0,18.0,8.0,7.0,10.0,33.0,40.0,15.0,13.0,10,6.0,9.0,0.0,4.0,17.0,5.0,14.0,17.0,6.0,10.0,21.0,19.0,5.0,8.0,14.0,4.0,13.0,0,11,7.0,14.0,
21,2020-03-02,42,18.0,12.0,8.0,21.0,21.0,44,8.0,36.0,23.0,24.0,28.0,38.0,26.0,4.0,16.0,25.0,36.0,18.0,9.0,8.0,13.0,17.0,15.0,9.0,33.0,22.0,7.0,15.0,0,38.0,16.0,12.0,20.0,19.0,11,6.0,13.0,15,13.0,8.0,16.0,14.0,21.0,13.0,14.0,54.0,25.0,12.0,0,28.0,39.0,12.0,18.0,16.0,,20.0,5,7.0,5.0,26.0,38.0,22.0,45.0,24.0,41.0,12.0,23.0,28.0,19.0,9.0,24,7.0,13.0,,14.0,25.0,48.0,8.0,22.0,33.0,24.0,37.0,22,41.0,30.0,25,34.0,4.0,13.0,44.0,4.0,23.0,12.0,18.0,30.0,22.0,9.0,13.0,36.0,22.0,33.0,8,20.0,18.0,20.0,15.0,17.0,20,19.0,18.0,12.0,,44.0,13.0,27.0,7.0,6.0,10.0,47.0,24.0,8.0,22.0,17.0,11.0,35.0,9.0,7.0,13.0,14.0,8.0,12.0,7.0,29.0,40.0,34.0,12.0,16.0,18.0,44,16.0,7.0,45.0,0.0,9.0,74.0,16.0,20,9.0,32,28.0,19.0,5.0,11.0,19,20.0,9.0,11.0,26.0,37.0,40.0,0.0,17.0,0,9.0,11.0,0.0,9.0,28.0,14.0,15.0,26.0,12.0,17.0,22.0,25.0,3.0,6.0,14.0,5.0,11.0,11,26,9.0,19.0,
22,2020-03-03,43,14.0,15.0,8.0,27.0,15.0,43,29.0,17.0,26.0,22.0,10.0,36.0,30.0,4.0,24.0,27.0,33.0,30.0,17.0,11.0,18.0,20.0,7.0,7.0,26.0,16.0,4.0,16.0,15,37.0,19.0,12.0,20.0,0.0,8,29.0,15.0,41,12.0,9.0,14.0,18.0,21.0,14.0,16.0,38.0,26.0,8.0,31,16.0,24.0,11.0,13.0,19.0,,18.0,20,4.0,7.0,26.0,35.0,22.0,35.0,10.0,36.0,8.0,16.0,13.0,13.0,19.0,52,8.0,22.0,,12.0,22.0,48.0,16.0,12.0,42.0,18.0,33.0,23,42.0,21.0,24,14.0,2.0,11.0,38.0,12.0,24.0,14.0,13.0,28.0,16.0,5.0,17.0,32.0,23.0,28.0,13,8.0,19.0,20.0,18.0,15.0,64,22.0,13.0,12.0,,13.0,12.0,31.0,12.0,9.0,13.0,38.0,22.0,7.0,20.0,13.0,9.0,32.0,10.0,9.0,15.0,12.0,11.0,13.0,6.0,30.0,31.0,30.0,11.0,15.0,12.0,26,16.0,7.0,37.0,0.0,9.0,57.0,11.0,17,9.0,31,24.0,20.0,8.0,10.0,4,22.0,8.0,5.0,6.0,41.0,36.0,8.0,19.0,18,9.0,10.0,0.0,9.0,19.0,11.0,14.0,26.0,9.0,22.0,23.0,26.0,9.0,10.0,18.0,4.0,12.0,0,11,10.0,12.0,
23,2020-03-04,42,13.0,20.0,8.0,20.0,19.0,8,20.0,21.0,30.0,23.0,16.0,13.0,26.0,5.0,23.0,25.0,31.0,12.0,11.0,13.0,19.0,16.0,11.0,7.0,24.0,24.0,5.0,17.0,0,32.0,19.0,13.0,19.0,31.0,11,23.0,13.0,55,15.0,11.0,11.0,14.0,23.0,13.0,13.0,38.0,30.0,33.0,0,13.0,20.0,10.0,11.0,21.0,,24.0,13,5.0,12.0,31.0,32.0,27.0,16.0,20.0,36.0,8.0,20.0,27.0,11.0,23.0,13,2.0,18.0,,10.0,36.0,35.0,22.0,8.0,38.0,20.0,38.0,41,59.0,26.0,24,13.0,4.0,12.0,40.0,10.0,21.0,10.0,14.0,26.0,13.0,15.0,4.0,26.0,20.0,35.0,9,5.0,22.0,31.0,10.0,18.0,27,26.0,10.0,8.0,,33.0,25.0,20.0,11.0,7.0,18.0,35.0,30.0,9.0,21.0,11.0,10.0,35.0,15.0,5.0,15.0,9.0,9.0,10.0,6.0,42.0,30.0,32.0,13.0,15.0,18.0,34,5.0,5.0,40.0,0.0,9.0,36.0,10.0,23,9.0,33,29.0,26.0,3.0,10.0,4,24.0,8.0,15.0,19.0,42.0,39.0,8.0,18.0,33,6.0,10.0,0.0,9.0,21.0,6.0,16.0,24.0,6.0,18.0,32.0,32.0,9.0,12.0,16.0,4.0,17.0,9,21,13.0,20.0,
24,2020-03-05,43,15.0,17.0,8.0,20.0,25.0,30,14.0,15.0,29.0,26.0,15.0,27.0,26.0,7.0,32.0,14.0,34.0,34.0,9.0,14.0,18.0,31.0,14.0,8.0,16.0,25.0,5.0,13.0,14,32.0,20.0,9.0,22.0,0.0,11,17.0,11.0,16,12.0,6.0,21.0,11.0,26.0,14.0,19.0,35.0,28.0,22.0,13,11.0,19.0,13.0,12.0,0.0,,31.0,33,5.0,16.0,34.0,38.0,17.0,23.0,33.0,36.0,10.0,38.0,15.0,10.0,5.0,14,6.0,15.0,,10.0,47.0,42.0,19.0,7.0,33.0,16.0,52.0,46,53.0,23.0,24,17.0,4.0,10.0,37.0,8.0,21.0,12.0,22.0,21.0,16.0,9.0,16.0,15.0,21.0,31.0,14,44.0,22.0,28.0,13.0,22.0,22,27.0,8.0,10.0,,31.0,35.0,24.0,22.0,17.0,19.0,39.0,26.0,7.0,9.0,10.0,14.0,36.0,13.0,6.0,14.0,19.0,6.0,10.0,6.0,29.0,37.0,22.0,13.0,16.0,4.0,27,5.0,12.0,55.0,0.0,8.0,34.0,15.0,22,5.0,30,32.0,39.0,8.0,43.0,8,24.0,10.0,12.0,44.0,46.0,41.0,0.0,18.0,32,7.0,11.0,0.0,6.0,21.0,6.0,23.0,29.0,8.0,20.0,28.0,35.0,10.0,9.0,13.0,4.0,45.0,21,10,13.0,26.0,
25,2020-03-06,31,6.0,21.0,6.0,19.0,19.0,29,17.0,15.0,26.0,25.0,16.0,24.0,24.0,5.0,37.0,15.0,34.0,22.0,29.0,100.0,23.0,14.0,20.0,9.0,20.0,26.0,4.0,15.0,19,12.0,18.0,46.0,26.0,32.0,12,11.0,33.0,33,9.0,10.0,49.0,13.0,26.0,20.0,24.0,39.0,41.0,26.0,28,10.0,18.0,13.0,17.0,8.0,,39.0,40,7.0,13.0,28.0,38.0,19.0,30.0,22.0,36.0,13.0,35.0,35.0,13.0,10.0,0,3.0,12.0,,13.0,42.0,46.0,14.0,7.0,38.0,22.0,53.0,43,57.0,27.0,25,12.0,3.0,10.0,34.0,12.0,19.0,23.0,19.0,21.0,27.0,12.0,5.0,22.0,20.0,32.0,12,27.0,21.0,34.0,15.0,28.0,9,37.0,8.0,21.0,,17.0,26.0,23.0,22.0,13.0,13.0,40.0,28.0,15.0,19.0,9.0,21.0,39.0,11.0,6.0,20.0,7.0,8.0,48.0,9.0,37.0,34.0,20.0,15.0,15.0,12.0,28,49.0,0.0,34.0,0.0,8.0,24.0,23.0,28,13.0,35,55.0,40.0,9.0,33.0,17,24.0,9.0,5.0,18.0,42.0,41.0,7.0,17.0,9,9.0,10.0,0.0,33.0,20.0,5.0,20.0,29.0,5.0,21.0,24.0,30.0,8.0,11.0,12.0,5.0,46.0,19,16,13.0,25.0,
26,2020-03-07,51,11.0,16.0,6.0,14.0,10.0,46,19.0,18.0,25.0,27.0,15.0,34.0,29.0,7.0,32.0,18.0,31.0,16.0,25.0,38.0,20.0,12.0,17.0,8.0,14.0,30.0,7.0,9.0,0,29.0,28.0,27.0,26.0,31.0,19,10.0,25.0,0,10.0,8.0,33.0,17.0,23.0,14.0,20.0,36.0,31.0,24.0,27,8.0,16.0,10.0,18.0,19.0,,40.0,24,8.0,11.0,25.0,35.0,27.0,22.0,52.0,33.0,9.0,37.0,15.0,13.0,0.0,16,5.0,9.0,,14.0,28.0,35.0,12.0,6.0,32.0,20.0,43.0,48,70.0,22.0,21,12.0,3.0,8.0,38.0,7.0,20.0,15.0,39.0,26.0,24.0,7.0,15.0,45.0,21.0,31.0,12,22.0,21.0,56.0,13.0,49.0,30,21.0,6.0,22.0,,25.0,13.0,16.0,24.0,15.0,12.0,39.0,25.0,17.0,13.0,5.0,13.0,33.0,13.0,4.0,23.0,10.0,40.0,27.0,13.0,31.0,31.0,18.0,17.0,17.0,9.0,15,18.0,24.0,62.0,0.0,7.0,20.0,17.0,23,5.0,32,44.0,38.0,5.0,23.0,12,23.0,9.0,5.0,24.0,37.0,37.0,7.0,17.0,21,8.0,10.0,0.0,22.0,19.0,7.0,17.0,31.0,8.0,15.0,25.0,27.0,6.0,11.0,18.0,6.0,51.0,0,10,11.0,14.0,
27,2020-03-08,74,11.0,31.0,6.0,18.0,14.0,9,18.0,13.0,28.0,34.0,11.0,31.0,35.0,17.0,26.0,13.0,34.0,18.0,33.0,23.0,14.0,27.0,11.0,8.0,22.0,62.0,4.0,14.0,23,25.0,30.0,16.0,26.0,15.0,15,10.0,14.0,19,11.0,8.0,38.0,14.0,32.0,13.0,26.0,46.0,41.0,7.0,27,12.0,13.0,20.0,19.0,17.0,,37.0,30,9.0,10.0,35.0,42.0,16.0,9.0,37.0,42.0,9.0,38.0,13.0,10.0,8.0,19,8.0,10.0,,24.0,31.0,38.0,12.0,7.0,38.0,23.0,47.0,47,78.0,20.0,21,16.0,2.0,9.0,44.0,15.0,21.0,16.0,41.0,42.0,25.0,5.0,9.0,33.0,29.0,39.0,20,16.0,20.0,47.0,13.0,43.0,31,20.0,7.0,40.0,,25.0,17.0,16.0,16.0,18.0,13.0,50.0,24.0,17.0,17.0,7.0,16.0,39.0,14.0,4.0,18.0,16.0,21.0,31.0,14.0,39.0,39.0,34.0,28.0,16.0,16.0,14,21.0,14.0,58.0,0.0,12.0,16.0,29.0,37,3.0,38,52.0,48.0,4.0,23.0,4,27.0,9.0,8.0,23.0,42.0,44.0,7.0,16.0,9,11.0,10.0,0.0,13.0,20.0,12.0,15.0,30.0,6.0,18.0,26.0,33.0,12.0,10.0,15.0,6.0,26.0,8,20,8.0,25.0,
