date,CN_search,AF_search,AL_search,DZ_search,AD_search,AO_search,AG_search,AR_search,AM_search,AU_search,AT_search,AZ_search,BS_search,BH_search,BD_search,BB_search,BY_search,BE_search,BZ_search,BJ_search,BT_search,BO_search,BA_search,BW_search,BR_search,BN_search,BG_search,BF_search,MM_search,BI_search,CV_search,KH_search,CM_search,CA_search,CF_search,TD_search,CL_search,CO_search,KM_search,CG_search,CD_search,CR_search,CI_search,HR_search,CU_search,CY_search,CZ_search,DK_search,DJ_search,DM_search,DO_search,EC_search,EG_search,SV_search,GQ_search,ER_search,EE_search,SZ_search,ET_search,FJ_search,FI_search,FR_search,GA_search,GM_search,GE_search,DE_search,GH_search,GR_search,GD_search,GT_search,GN_search,GW_search,GY_search,HT_search,VA_search,HN_search,HU_search,IS_search,IN_search,ID_search,IR_search,IQ_search,IE_search,IL_search,IT_search,JM_search,JP_search,JO_search,KZ_search,KE_search,KR_search,XK_search,KW_search,KG_search,LA_search,LV_search,LB_search,LR_search,LY_search,LI_search,LT_search,LU_search,MG_search,MW_search,MY_search,MV_search,ML_search,MT_search,MR_search,MU_search,MX_search,MD_search,MC_search,MN_search,ME_search,MA_search,MZ_search,NA_search,NP_search,NL_search,NZ_search,NI_search,NE_search,NG_search,MK_search,NO_search,OM_search,PK_search,PA_search,PG_search,PY_search,PE_search,PH_search,PL_search,PT_search,QA_search,RO_search,RU_search,RW_search,KN_search,LC_search,VC_search,SM_search,ST_search,SA_search,SN_search,RS_search,SC_search,SL_search,SG_search,SK_search,SI_search,SO_search,ZA_search,SS_search,ES_search,LK_search,SD_search,SR_search,SE_search,CH_search,SY_search,TW_search,TJ_search,TZ_search,TH_search,TL_search,TG_search,TT_search,TN_search,TR_search,US_search,UG_search,UA_search,AE_search,GB_search,UY_search,UZ_search,VE_search,VN_search,PS_search,EH_search,YE_search,ZM_search,ZW_search
2020-03-19,64,35,48,32,61,75,37,90,66,67,51,50,59,52,39,92,40,60,100,76,19,51,56,56,95,70,66,45,27,44,97,36,93,73,20,100,65,72,56,64,100,79,92,72,58,63,58,42,60,16,55,69,35,100,28,67,39,64,34,100,40,65,70,59,69,54,61,65,27,62,53,72,23,56,,58,61,49,77,17,32,35,60,53,56,43,31,33,7,57,55,46,36,53,36,43,36,47,50,43,71,65,46,34,56,54,56,54,70,100,59,63,,42,87,57,43,38,31,50,85,100,81,77,64,34,29,41,49,55,52,81,32,61,47,52,61,41,55,39,58,20,28,53,23,72,78,51,26,61,61,53,30,73,35,63,41,20,34,38,58,40,32,63,31,17,52,60,56,32,54,76,63,46,50,76,56,40,69,5,57,14,21,67,55
2020-03-20,68,32,51,31,36,100,33,83,62,68,48,49,58,49,40,69,44,59,52,85,31,62,72,45,93,58,67,45,23,69,91,32,77,69,63,95,63,76,51,49,85,69,87,76,65,57,58,37,69,91,67,69,43,53,33,0,37,70,41,50,37,63,79,58,83,53,73,68,16,54,46,53,27,100,,49,62,40,59,17,33,40,59,64,58,38,29,48,11,52,55,54,39,78,22,58,40,49,27,49,66,56,70,67,54,73,67,50,66,83,57,58,,38,80,56,73,36,39,46,84,73,71,79,86,33,30,47,46,65,68,88,30,62,42,57,62,40,45,61,38,23,40,23,29,67,84,59,33,54,59,57,26,65,22,62,42,28,49,37,59,44,27,30,34,17,19,69,55,28,58,76,58,57,51,73,62,56,64,5,55,48,10,57,65
2020-03-21,86,36,60,33,58,98,50,99,65,74,49,50,63,62,43,81,44,64,62,82,53,63,100,55,98,52,78,61,29,81,96,27,69,68,99,68,69,98,42,40,98,67,73,100,68,64,58,36,83,35,61,76,53,59,10,0,39,40,50,60,45,63,100,71,76,55,70,85,26,63,33,41,19,60,,50,77,47,69,18,53,40,68,71,60,48,31,50,9,54,60,52,49,76,15,55,57,80,43,50,94,69,96,57,58,51,56,56,78,83,54,73,,49,69,56,92,45,47,52,93,48,52,70,90,38,38,60,59,64,76,67,33,66,45,67,65,40,54,47,85,15,26,98,36,86,82,58,38,71,68,66,29,67,64,67,49,39,53,38,57,62,27,28,25,16,63,80,77,29,56,72,59,57,62,71,66,51,76,5,30,33,50,54,68
2020-03-22,73,51,52,35,47,89,53,98,76,100,48,73,75,63,46,100,43,62,69,70,40,61,71,100,100,51,79,44,41,27,73,47,80,72,50,50,64,89,33,52,96,63,86,78,79,71,66,39,84,100,58,80,47,55,17,0,62,78,55,52,48,62,83,66,88,100,72,84,55,61,31,46,38,68,,47,69,57,74,19,53,48,65,59,59,53,28,38,9,80,67,47,46,41,20,64,51,68,37,36,81,65,100,75,61,55,76,58,50,78,53,58,,52,73,56,100,50,47,54,100,55,83,76,100,44,39,69,56,89,62,56,37,59,48,67,60,43,72,40,68,20,40,46,37,88,83,74,36,66,62,54,29,78,52,66,52,35,46,44,59,76,27,26,30,18,46,64,74,29,56,77,100,48,59,81,64,52,70,5,50,14,38,67,84
2020-03-23,84,48,54,28,42,80,39,81,69,84,39,76,61,61,49,65,47,51,78,100,26,59,57,91,81,68,56,55,56,86,50,47,66,66,45,64,51,77,37,55,95,61,77,51,79,67,46,32,77,88,55,60,39,47,41,0,35,55,55,53,42,53,67,100,87,43,64,66,44,49,43,84,31,62,,48,53,33,79,18,56,45,62,51,48,50,38,46,10,78,59,47,48,53,37,46,42,82,39,31,78,55,64,84,53,44,86,45,60,71,48,50,,44,60,56,98,68,59,47,88,44,64,99,65,32,43,71,54,100,54,49,38,57,34,69,55,40,36,26,66,22,25,78,39,78,69,73,43,60,47,47,21,84,51,52,44,29,40,35,49,37,28,28,31,15,76,65,53,29,49,70,78,49,68,79,46,64,66,5,52,15,46,56,100
2020-03-24,63,68,42,22,46,64,46,72,74,80,35,79,55,68,48,68,35,47,75,80,46,53,58,76,70,73,60,53,84,44,40,40,72,60,44,56,48,70,52,43,73,54,74,55,67,59,42,31,75,62,54,56,34,46,32,22,48,65,58,47,37,50,70,63,67,37,74,59,89,43,43,81,36,66,,41,56,42,79,16,56,45,62,58,47,46,35,45,11,70,57,50,53,56,36,38,39,70,38,27,71,53,69,51,54,64,82,40,71,61,52,50,,45,57,51,61,85,57,38,73,44,100,98,53,30,47,66,45,64,60,53,37,57,40,64,57,41,77,15,66,22,26,43,38,54,56,51,42,62,44,40,37,73,73,53,43,46,27,35,44,64,31,19,24,15,61,51,47,25,45,64,83,52,65,67,35,64,64,5,41,35,16,57,98
2020-03-25,48,66,51,24,38,59,78,64,78,77,36,74,48,67,62,70,45,46,68,85,44,53,65,71,60,61,61,45,67,73,64,47,71,59,47,39,46,68,100,47,69,53,80,55,64,62,44,28,100,86,48,49,44,42,57,0,42,60,61,52,41,47,55,84,80,35,96,72,37,38,55,100,46,41,,39,55,30,90,18,60,49,60,53,43,46,39,39,8,69,57,30,50,61,36,41,44,75,48,30,72,44,48,60,58,52,100,44,61,59,47,49,,53,59,48,77,75,76,36,76,30,95,100,65,30,54,72,41,61,59,47,40,55,35,70,54,42,72,100,86,38,36,0,47,49,70,53,45,77,43,53,34,84,32,54,47,20,51,34,42,67,28,18,24,13,21,51,73,29,45,59,79,51,74,72,41,49,60,5,58,35,53,80,96
2020-03-26,57,74,40,20,41,61,50,64,76,73,30,81,57,72,67,63,43,44,45,57,38,51,80,93,55,71,54,57,70,42,65,43,51,57,57,43,43,69,20,42,65,55,78,57,55,59,47,29,49,55,48,45,42,45,31,0,49,86,67,50,37,43,50,53,68,32,100,65,13,33,68,62,32,53,,48,52,25,93,20,58,51,61,51,44,51,47,43,12,72,57,38,55,84,24,46,44,59,39,21,67,47,49,68,60,56,81,43,76,65,45,52,,43,57,47,55,85,69,32,70,30,91,92,59,28,51,71,39,65,45,45,43,54,32,70,51,60,76,80,63,0,25,0,46,53,73,30,44,73,47,43,43,100,52,49,43,45,25,32,38,50,32,42,34,12,87,43,63,28,46,61,76,53,69,64,33,58,55,5,70,30,59,88,82
2020-03-27,70,70,35,23,42,53,46,57,94,70,39,96,60,81,67,66,99,53,49,72,35,62,69,88,53,58,64,64,94,42,58,48,61,56,63,34,41,61,71,39,61,50,82,55,57,68,50,25,49,27,48,48,49,32,17,29,53,54,89,50,48,45,55,66,100,33,75,79,23,34,100,95,29,56,,43,60,24,98,26,88,61,63,62,44,48,93,51,17,64,63,38,65,100,34,48,48,92,44,12,79,44,40,82,62,60,80,47,61,57,47,70,,66,71,53,51,85,81,33,72,41,82,89,63,33,58,72,45,52,43,41,42,64,36,81,53,74,34,50,58,24,30,0,56,52,73,46,41,74,54,57,54,95,52,45,55,42,23,35,40,99,100,69,32,16,20,56,67,27,54,58,72,80,85,62,33,85,49,11,61,37,100,100,96
2020-03-28,95,78,47,23,39,38,35,63,74,75,39,100,44,75,72,78,94,45,53,68,47,60,78,62,55,76,85,37,100,10,32,53,43,56,0,51,46,58,67,46,62,50,64,58,62,57,57,29,48,37,49,49,45,18,31,0,59,61,81,35,49,43,38,65,87,37,63,75,64,40,68,66,42,49,,42,72,43,100,32,83,61,59,72,44,49,100,56,21,61,85,44,60,94,53,57,47,75,49,21,100,42,48,75,61,56,74,53,46,55,45,59,,69,98,48,54,79,90,32,74,22,46,78,62,29,67,69,41,62,39,43,38,76,34,92,56,92,57,18,64,0,13,55,57,49,76,43,37,76,56,67,60,90,48,50,50,63,47,35,40,100,87,81,30,13,68,37,65,31,57,57,77,100,83,59,38,100,45,12,59,13,64,76,70
2020-03-29,98,72,53,25,39,50,39,58,83,75,34,75,46,76,67,63,91,43,44,55,52,55,75,66,52,49,83,28,84,41,16,52,55,54,81,45,41,63,23,31,49,48,63,65,56,66,48,31,48,78,51,48,60,22,31,0,44,73,83,44,50,42,43,81,90,33,55,77,45,31,82,54,39,46,,38,61,48,96,31,89,69,55,56,42,51,95,54,22,56,94,44,69,81,46,60,48,69,55,25,72,44,53,61,57,80,95,53,77,57,52,64,,58,71,57,49,76,89,33,66,33,56,74,77,32,71,69,35,59,35,46,38,69,34,88,55,100,53,53,66,30,15,0,58,41,97,59,35,77,54,62,63,83,54,48,50,58,16,34,37,54,74,74,39,18,0,39,73,32,53,55,70,97,83,59,45,76,51,13,61,22,48,76,65
2020-03-30,54,63,36,26,22,42,25,44,83,61,29,79,40,63,62,37,97,36,64,42,31,56,52,89,42,54,67,34,78,44,50,51,48,48,32,49,30,49,71,25,56,43,59,52,55,64,44,26,35,55,36,35,55,24,12,0,43,54,87,29,44,34,59,63,71,28,55,63,36,33,79,56,56,43,,36,51,24,78,28,85,53,51,49,36,48,78,46,19,58,68,30,67,94,39,44,44,65,78,25,57,33,39,48,51,77,68,33,44,47,42,48,,53,59,49,50,56,78,28,54,23,55,65,58,27,61,58,30,49,35,41,31,54,26,82,44,86,35,63,49,6,11,82,56,48,68,46,46,60,47,48,56,72,50,39,47,58,32,30,31,65,63,35,31,18,60,41,56,31,39,50,59,75,72,50,29,73,42,11,51,42,63,62,63
2020-03-31,64,83,43,23,30,40,63,40,54,54,27,77,35,59,58,48,97,36,26,47,32,46,52,70,38,52,60,26,73,52,66,37,41,45,50,26,28,47,42,29,54,33,42,39,50,55,41,19,28,21,37,33,46,27,43,0,43,49,82,38,30,34,46,61,78,27,57,57,39,29,78,54,44,43,,32,53,36,77,25,69,45,49,51,33,40,89,37,20,59,56,26,59,98,54,47,37,67,42,20,46,37,39,58,44,61,61,36,57,46,40,53,,59,36,37,47,61,77,28,50,19,48,58,53,23,57,54,32,36,38,40,26,49,36,81,40,81,52,34,40,22,31,33,52,43,69,30,100,58,51,47,57,60,38,37,50,30,40,28,30,45,51,46,41,16,0,36,53,24,41,46,63,74,67,46,25,66,41,9,51,9,51,64,49
2020-04-01,61,76,33,19,23,30,31,40,66,52,26,79,39,64,62,66,88,34,41,40,32,47,47,43,37,49,61,21,64,70,42,55,45,44,41,13,27,46,72,26,45,34,40,37,42,54,37,22,28,33,34,31,96,35,32,100,36,34,81,40,41,35,29,32,89,27,40,56,17,34,56,79,46,35,,36,53,27,74,23,79,83,41,47,31,53,85,42,16,54,56,34,59,67,38,40,35,77,29,22,50,31,28,50,40,63,47,34,32,48,34,51,,55,49,33,42,62,72,24,46,22,60,48,47,25,59,58,30,33,38,39,26,51,22,84,37,76,48,47,32,48,16,0,51,45,50,20,76,62,51,49,69,61,69,36,47,36,35,29,30,74,63,66,37,17,22,48,57,21,47,47,56,63,71,46,28,53,46,10,53,30,46,57,54
2020-04-02,49,89,35,22,30,28,25,43,80,48,26,77,36,57,62,52,81,33,46,42,35,42,65,60,40,42,55,35,64,40,26,48,40,43,60,18,31,43,30,31,56,34,37,51,39,59,37,19,34,34,31,34,47,40,29,0,38,35,85,49,29,34,40,57,71,27,42,57,0,44,80,31,47,43,,36,53,35,68,22,72,60,42,50,31,53,81,46,20,63,68,33,60,66,39,40,43,75,63,15,51,34,31,72,37,48,55,40,29,47,37,55,,36,42,96,45,55,76,23,45,29,43,92,48,27,60,52,35,41,37,43,26,51,24,79,37,75,46,59,53,45,21,55,54,38,66,58,59,60,41,48,53,92,67,36,43,39,25,27,31,58,64,24,40,15,62,34,55,23,38,44,54,70,66,45,35,38,47,11,58,100,21,68,54
2020-04-03,49,90,43,50,30,36,24,68,80,61,54,69,43,83,100,56,100,56,46,57,32,67,68,56,37,48,80,39,50,20,29,90,55,48,45,34,48,66,48,26,45,57,100,51,51,53,33,67,27,38,66,62,100,62,33,0,50,24,82,44,35,45,61,47,86,57,77,80,32,57,55,69,53,38,,58,44,40,86,100,100,88,51,69,35,40,77,79,15,100,70,43,79,69,56,39,74,82,81,24,46,44,46,66,96,57,48,30,51,50,42,66,,45,43,87,31,47,76,54,62,48,79,49,44,32,74,51,51,28,62,55,24,53,65,100,43,70,48,28,31,43,26,23,68,44,69,28,59,94,41,60,58,55,54,40,100,38,28,60,47,98,87,67,34,74,25,48,64,46,42,55,53,92,100,42,45,57,48,91,85,57,53,50,66
2020-04-04,51,100,31,53,35,33,40,71,69,65,54,72,46,86,100,34,88,59,44,47,24,76,48,74,37,48,59,40,50,25,29,78,49,59,0,49,54,82,19,35,93,70,44,45,49,42,35,70,26,29,73,74,95,78,40,0,42,39,91,37,39,47,44,44,81,60,50,56,52,74,70,67,39,46,,73,53,48,86,53,94,91,57,64,46,46,90,77,19,63,98,27,79,69,72,50,72,97,100,22,58,51,44,64,99,57,44,36,32,61,58,91,,56,85,100,37,49,87,54,64,58,61,48,59,26,73,57,67,65,63,67,22,60,22,100,53,78,48,45,35,38,48,43,72,100,65,75,62,100,44,43,81,61,73,43,100,66,48,65,50,94,61,67,35,35,66,44,67,47,41,59,45,74,97,57,59,66,44,100,83,38,68,57,58
2020-04-05,93,91,37,100,29,38,34,70,72,65,51,58,47,80,93,47,74,56,53,58,22,75,68,58,37,52,60,40,48,28,46,100,54,58,37,23,53,85,36,17,57,66,41,51,52,46,38,66,25,39,73,73,82,83,70,0,43,41,100,41,34,46,57,23,82,60,50,57,43,77,74,52,32,59,,71,50,35,78,34,87,97,60,55,44,51,83,60,19,59,100,31,67,59,100,43,67,91,77,43,59,55,25,88,90,50,53,38,41,56,72,91,,54,58,98,29,63,80,55,63,56,32,44,54,27,77,100,63,48,68,71,25,54,21,98,50,70,51,45,43,31,17,47,66,46,61,36,65,90,35,52,70,64,63,59,90,48,21,63,48,67,65,60,36,31,21,42,58,47,39,59,52,67,85,60,54,63,48,92,100,40,42,51,52
2020-04-06,100,94,32,51,28,35,41,42,66,60,31,58,42,81,81,48,68,56,73,62,18,51,42,40,61,38,83,41,47,48,32,88,43,48,42,35,34,58,20,12,43,46,43,35,46,57,29,34,47,29,42,43,91,51,27,0,31,36,84,34,29,40,40,29,78,35,36,49,31,64,71,55,34,46,,44,44,47,58,19,76,100,38,56,31,51,77,100,12,51,66,44,76,59,26,39,71,70,88,18,45,43,22,66,42,49,61,33,37,42,51,83,,55,40,100,39,51,69,52,54,40,45,40,57,69,100,48,37,60,44,46,24,46,16,96,51,57,46,18,53,26,19,100,71,40,48,46,56,69,35,39,82,52,100,37,36,66,42,25,31,83,62,94,29,18,46,41,58,51,30,58,48,72,86,47,39,69,40,11,57,19,46,54,52
2020-04-07,50,91,33,53,13,28,51,74,61,57,27,43,32,71,81,39,99,53,49,54,25,54,55,50,55,39,46,32,39,36,31,87,35,54,77,31,63,58,29,20,46,50,55,41,44,46,29,72,47,21,52,52,89,49,32,0,30,30,80,30,26,40,47,51,80,33,38,50,65,61,67,20,31,43,,46,51,39,55,19,76,88,49,54,30,40,73,70,11,42,91,29,100,75,46,34,74,84,90,34,41,41,28,70,40,36,40,39,34,43,100,80,,33,46,96,26,51,75,53,55,46,50,37,52,69,85,43,42,51,48,70,23,45,16,92,45,52,41,14,15,38,11,0,70,43,54,48,58,58,34,42,55,48,59,34,38,63,10,36,28,31,62,52,33,14,43,39,45,49,35,55,47,45,91,45,42,67,52,10,84,42,42,48,47
2020-04-08,36,97,30,47,29,34,39,59,52,56,26,55,30,77,80,44,67,32,43,64,20,100,42,55,54,41,41,37,52,60,22,88,32,50,0,29,48,100,17,22,37,65,50,43,47,39,26,65,55,28,100,100,91,72,32,0,32,17,80,22,29,40,35,42,77,31,66,49,14,83,48,76,35,55,,63,34,33,53,16,73,82,48,61,29,47,60,76,10,73,87,30,72,46,36,31,70,98,94,23,39,41,32,65,38,48,46,38,26,42,73,69,,48,41,97,40,52,71,49,50,63,47,69,49,21,79,50,55,24,47,65,23,40,18,94,44,45,50,33,56,6,12,51,100,38,54,34,56,48,37,36,81,72,58,33,36,48,32,55,29,73,51,72,82,12,92,29,55,100,34,50,70,47,82,56,46,57,62,8,67,47,25,38,46
2020-04-09,29,68,43,49,18,24,38,58,43,52,26,49,33,100,81,35,83,47,58,43,21,79,28,75,78,47,43,25,42,36,27,71,31,45,21,32,45,74,50,27,27,100,44,42,43,36,23,65,39,31,67,64,79,69,7,0,30,32,73,20,22,38,61,25,66,29,40,44,23,78,65,51,38,46,,100,43,40,54,12,63,78,48,66,29,41,28,62,9,45,53,34,67,34,46,25,69,91,68,17,37,42,31,45,37,40,43,36,33,53,67,66,,54,44,96,24,47,74,48,52,48,62,31,39,23,85,46,55,43,100,65,22,35,18,85,41,33,51,16,33,37,28,0,70,37,48,54,49,54,26,32,79,50,72,33,34,29,26,59,25,62,30,25,28,9,23,36,43,52,29,49,41,34,85,41,47,42,60,5,63,33,30,43,55
2020-04-10,44,65,28,50,28,26,70,61,55,54,25,46,38,80,84,43,67,51,52,34,32,78,46,47,57,26,40,100,54,18,16,90,100,46,17,28,48,79,34,27,31,64,46,35,71,41,23,66,56,37,61,72,75,68,24,0,27,47,73,32,31,38,37,45,77,31,42,46,33,94,46,55,26,54,,68,42,33,54,13,78,75,53,59,28,41,27,59,10,43,56,25,67,51,13,31,56,70,99,12,37,29,40,55,38,55,51,38,51,46,67,61,,39,49,92,32,52,76,48,52,50,47,30,44,20,76,44,75,35,56,66,23,38,15,90,40,38,40,78,37,13,24,0,73,36,44,9,49,57,29,33,78,46,83,33,38,20,10,58,29,51,38,22,33,8,49,26,50,50,28,46,48,38,87,49,41,41,59,6,73,38,76,44,44
2020-04-11,51,78,34,23,27,24,39,41,42,38,27,43,43,71,70,37,39,32,51,45,30,57,38,45,36,37,49,38,45,54,27,38,42,36,79,33,35,63,38,29,32,46,44,30,39,38,22,32,28,17,48,48,40,47,45,67,33,38,77,24,25,31,45,45,69,31,46,47,33,68,66,59,32,45,,44,37,16,55,12,61,35,38,46,28,53,26,47,9,45,47,34,58,52,39,37,34,80,24,13,42,31,28,57,40,51,59,32,37,40,49,40,,58,32,39,31,43,81,20,40,37,39,34,34,18,64,42,40,24,42,50,22,37,16,80,27,43,51,15,8,33,14,0,56,33,47,36,58,59,29,38,100,53,61,32,34,24,17,26,27,48,23,36,33,9,100,19,52,26,32,35,43,33,66,37,36,47,44,5,26,17,49,41,58
2020-04-12,44,100,41,20,20,31,16,41,54,41,26,43,28,70,64,40,47,31,47,50,22,43,32,56,29,50,46,35,56,44,29,47,41,31,19,40,27,58,27,25,36,31,33,38,35,47,22,23,37,18,37,32,30,36,8,0,20,21,83,28,19,29,43,59,62,31,52,42,49,50,46,38,38,52,,29,33,15,55,22,47,33,35,33,30,53,25,29,22,44,51,45,50,52,35,31,40,100,35,21,48,28,29,100,45,45,42,36,45,41,41,45,,58,39,37,27,47,83,19,41,28,43,33,41,20,64,54,29,26,34,45,31,39,15,96,26,38,29,58,47,14,23,70,55,34,42,55,50,73,26,41,87,48,38,31,38,36,37,20,26,31,31,35,29,11,0,27,42,26,28,29,42,32,89,39,29,48,36,6,48,9,39,39,50
2020-04-13,31,71,36,43,28,23,20,49,44,55,27,34,36,80,89,34,41,52,66,37,26,70,41,49,51,50,37,29,56,22,33,77,42,42,28,56,36,64,22,25,21,47,42,34,42,29,21,62,73,15,58,50,70,58,44,0,14,40,72,36,25,39,51,34,55,33,62,37,24,63,56,47,33,57,,49,34,32,74,95,59,81,48,47,32,45,28,70,100,49,54,39,68,32,32,24,100,77,89,31,36,34,27,72,99,45,54,24,39,37,55,100,,38,18,83,27,43,89,52,49,37,39,36,36,18,77,98,38,24,46,56,100,36,13,85,36,37,35,0,55,7,31,36,62,41,40,38,46,90,27,31,92,49,54,28,80,46,34,56,29,31,37,45,41,23,71,100,39,42,23,42,42,34,80,51,37,34,56,16,69,41,26,52,46
2020-04-14,49,72,23,42,19,33,23,51,40,49,19,42,25,89,84,38,33,49,43,41,22,71,39,42,31,31,36,24,56,7,10,78,37,43,0,42,41,62,19,29,34,55,38,25,38,35,16,59,58,14,65,58,67,64,8,0,22,47,63,36,21,35,51,48,68,26,58,38,23,59,51,29,37,51,,53,26,35,48,30,57,63,43,49,29,44,23,68,59,47,57,28,64,36,19,20,62,86,74,10,33,41,26,59,94,36,47,22,28,36,61,82,,68,37,79,33,33,89,44,49,45,38,32,40,14,81,95,47,38,53,60,96,28,12,85,36,38,42,27,44,19,32,0,61,38,26,33,41,79,23,26,92,42,53,27,88,19,48,53,24,56,37,28,43,22,22,20,40,42,22,43,39,31,77,46,36,41,62,14,74,36,15,46,55
2020-04-15,28,66,25,44,33,13,28,52,27,45,20,36,23,89,84,29,33,52,39,44,28,70,39,35,25,35,39,27,49,41,32,87,30,41,19,66,39,59,50,23,28,53,47,26,34,34,19,52,22,0,57,56,64,54,0,0,15,30,66,20,23,36,26,30,61,40,60,35,24,59,39,75,30,42,,49,30,27,70,27,59,79,42,57,26,62,24,66,83,70,59,26,64,24,29,23,63,87,69,29,35,39,22,31,92,54,59,22,36,43,58,97,,46,37,84,20,38,83,46,45,44,36,63,44,17,76,90,44,28,46,58,90,25,10,83,37,34,29,36,28,0,36,29,60,64,39,32,36,86,22,26,74,64,98,27,88,24,34,51,23,18,34,30,98,22,67,21,38,45,21,42,59,37,73,43,37,44,59,13,70,26,76,43,49
2020-04-16,35,57,29,40,20,20,11,49,43,46,19,27,17,85,86,42,43,45,29,38,16,66,41,37,25,37,37,28,54,30,30,71,33,38,100,48,38,58,21,21,25,50,33,25,34,40,19,57,35,33,61,55,67,55,8,0,18,24,59,17,18,34,26,27,49,24,67,38,32,58,69,36,25,39,,53,35,47,68,26,52,63,46,90,25,48,23,52,19,64,49,28,65,24,38,27,55,77,73,8,27,40,19,25,93,59,32,23,22,34,61,67,,41,22,86,25,38,69,44,42,42,49,63,33,52,68,84,44,39,48,55,88,30,12,85,36,38,56,17,14,13,8,0,59,28,27,25,49,91,21,27,81,45,61,26,85,24,22,52,30,29,37,50,49,20,47,23,41,44,22,40,41,32,70,45,34,32,57,13,79,25,45,40,54
2020-04-17,37,69,26,46,29,21,11,52,35,41,19,33,18,94,83,43,51,42,33,40,17,69,25,24,26,39,44,30,56,16,24,85,35,40,33,37,41,58,60,16,34,50,39,24,33,45,16,48,52,50,59,56,73,62,6,0,16,27,74,12,20,34,41,35,82,22,65,45,9,57,50,28,35,40,,54,33,37,69,34,63,74,39,52,26,54,21,56,16,69,55,30,74,37,49,22,59,77,78,0,28,36,23,48,91,87,25,21,36,30,55,52,,30,33,88,33,37,100,43,41,44,43,61,33,53,83,84,46,39,43,56,89,29,13,99,34,41,56,0,23,6,32,41,68,66,36,44,55,78,21,26,75,62,34,26,86,49,12,50,23,55,30,29,100,29,70,30,36,44,21,40,59,31,83,40,34,34,56,13,88,29,47,45,63
2020-04-18,43,48,25,44,21,19,20,41,31,32,21,27,22,80,79,33,60,24,42,46,21,42,48,58,25,39,43,22,45,29,25,44,29,42,22,27,29,49,51,23,35,39,33,33,31,41,20,21,44,41,41,38,68,38,51,67,19,56,77,17,18,35,35,32,67,23,73,43,36,42,62,25,34,34,,37,23,28,70,91,54,53,44,47,38,52,18,62,11,70,63,28,61,25,31,22,52,63,95,20,35,24,22,49,100,86,40,23,29,38,37,35,,30,35,81,34,45,88,15,36,25,41,65,39,15,84,86,27,29,33,43,97,30,12,92,23,41,22,34,20,13,19,0,70,63,32,48,56,89,26,32,100,68,54,30,86,27,8,19,23,57,22,72,45,100,0,20,34,43,23,41,57,31,80,29,24,31,36,12,70,22,28,45,46
2020-04-19,36,61,26,19,28,19,46,37,39,33,20,30,15,57,76,39,45,24,21,27,27,35,26,31,23,30,42,30,38,19,41,36,26,40,0,43,24,41,23,13,32,29,34,33,24,33,19,21,31,14,27,29,30,32,43,0,24,50,76,23,18,33,42,67,68,24,66,52,46,29,48,21,39,39,,25,29,18,67,88,45,33,39,43,35,52,23,29,11,75,57,38,48,43,39,23,36,57,26,14,29,25,19,38,96,92,32,28,33,41,29,40,,40,28,37,22,28,83,15,35,23,45,61,36,13,65,85,22,35,29,35,85,27,12,75,23,38,65,20,22,7,14,0,49,71,27,30,65,84,21,31,78,65,45,26,84,48,4,19,22,44,31,71,37,93,50,26,35,24,22,29,53,27,57,30,24,44,30,13,30,24,34,52,40
2020-04-20,30,43,17,16,17,16,24,31,32,40,16,30,27,61,79,19,41,21,25,38,14,29,28,40,23,26,28,40,45,39,8,36,30,36,16,30,21,32,36,25,23,25,34,26,23,34,15,19,28,23,28,22,24,25,16,0,15,45,72,21,14,23,66,38,75,19,57,36,16,28,56,20,30,36,,21,25,32,41,30,44,40,37,24,23,50,25,24,7,70,48,23,42,35,28,22,32,54,32,21,31,19,27,30,92,80,42,20,51,34,25,26,,31,25,33,25,30,70,12,45,21,48,70,34,13,54,81,18,14,26,31,23,24,9,71,21,35,35,39,17,6,24,27,48,43,34,32,46,76,20,20,58,62,28,22,84,49,20,16,19,47,32,58,35,26,78,28,42,19,19,36,33,31,51,29,16,29,29,5,22,17,11,45,48
2020-04-21,44,78,23,14,24,14,10,29,34,37,17,27,23,56,65,24,35,20,20,29,15,32,34,34,22,35,23,27,43,14,23,35,31,25,54,34,18,29,44,16,28,21,22,20,24,33,17,17,25,39,23,19,25,24,31,0,20,24,63,17,15,21,38,40,38,19,58,31,14,23,34,0,26,39,,19,26,42,40,25,49,25,35,25,22,40,22,22,8,68,52,22,40,40,21,23,26,64,20,20,19,15,21,45,79,82,42,15,26,28,29,31,,45,29,32,19,27,84,14,34,17,32,69,23,13,56,74,18,25,20,28,20,21,10,67,18,32,27,16,31,6,13,40,42,43,30,16,42,69,15,19,68,57,35,24,77,50,15,14,18,42,25,33,41,21,23,32,32,18,17,37,33,27,47,39,21,42,29,5,19,18,12,56,42
