date,CN_search,AF_search,AL_search,DZ_search,AD_search,AO_search,AG_search,AR_search,AM_search,AU_search,AT_search,AZ_search,BS_search,BH_search,BD_search,BB_search,BY_search,BE_search,BZ_search,BJ_search,BT_search,BO_search,BA_search,BW_search,BR_search,BN_search,BG_search,BF_search,MM_search,BI_search,CV_search,KH_search,CM_search,CA_search,CF_search,TD_search,CL_search,CO_search,KM_search,CG_search,CD_search,CR_search,CI_search,HR_search,CU_search,CY_search,CZ_search,DK_search,DJ_search,DM_search,DO_search,EC_search,EG_search,SV_search,GQ_search,ER_search,EE_search,SZ_search,ET_search,FJ_search,FI_search,FR_search,GA_search,GM_search,GE_search,DE_search,GH_search,GR_search,GD_search,GT_search,GN_search,GW_search,GY_search,HT_search,VA_search,HN_search,HU_search,IS_search,IN_search,ID_search,IR_search,IQ_search,IE_search,IL_search,IT_search,JM_search,JP_search,JO_search,KZ_search,KE_search,KR_search,XK_search,KW_search,KG_search,LA_search,LV_search,LB_search,LR_search,LY_search,LI_search,LT_search,LU_search,MG_search,MW_search,MY_search,MV_search,ML_search,MT_search,MR_search,MU_search,MX_search,MD_search,MC_search,MN_search,ME_search,MA_search,MZ_search,NA_search,NP_search,NL_search,NZ_search,NI_search,NE_search,NG_search,MK_search,NO_search,OM_search,PK_search,PA_search,PG_search,PY_search,PE_search,PH_search,PL_search,PT_search,QA_search,RO_search,RU_search,RW_search,KN_search,LC_search,VC_search,SM_search,ST_search,SA_search,SN_search,RS_search,SC_search,SL_search,SG_search,SK_search,SI_search,SO_search,ZA_search,SS_search,ES_search,LK_search,SD_search,SR_search,SE_search,CH_search,SY_search,TW_search,TJ_search,TZ_search,TH_search,TL_search,TG_search,TT_search,TN_search,TR_search,US_search,UG_search,UA_search,AE_search,GB_search,UY_search,UZ_search,VE_search,VN_search,PS_search,EH_search,YE_search,ZM_search,ZW_search
2020-04-22,31,57,25,17,12,13,32,29,23,27,16,21,24,54,46,20,27,20,24,23,19,31,22,46,20,24,28,20,41,46,28,31,30,20,0,28,17,27,20,16,28,19,27,18,21,34,15,17,30,0,24,19,21,20,24,0,18,44,63,18,18,22,42,39,48,20,35,28,15,24,49,35,30,46,,19,20,14,42,13,39,29,24,26,22,37,20,26,9,51,35,16,44,40,29,16,27,51,32,9,20,16,17,55,34,100,43,17,28,29,24,28,,37,21,31,28,27,79,11,27,15,37,38,25,13,55,38,18,28,19,29,18,23,10,63,18,31,47,35,25,13,24,0,39,38,24,33,53,43,15,16,70,36,28,23,34,63,7,15,20,30,30,28,38,10,68,14,27,16,17,27,43,23,44,27,18,33,27,4,33,9,29,63,40
2020-04-23,28,50,17,14,10,18,13,44,28,38,14,19,23,60,67,44,28,20,41,26,22,56,26,39,22,36,33,22,33,20,18,29,34,32,32,23,31,45,27,16,30,36,27,22,22,30,13,16,35,11,47,44,24,39,24,0,13,33,65,12,16,28,45,46,38,19,33,29,28,41,34,19,17,34,,39,21,30,60,26,44,25,24,34,20,35,21,26,7,62,39,24,42,34,24,22,21,52,22,11,17,16,14,65,30,81,36,19,57,25,43,22,,34,27,27,22,29,69,11,35,35,32,61,24,10,49,33,32,27,38,45,17,22,9,56,17,31,29,17,13,0,8,33,37,32,32,26,43,65,17,18,66,53,34,21,80,65,6,14,17,30,19,57,44,19,67,27,20,18,15,33,39,26,39,26,27,29,46,4,18,22,37,54,50
2020-04-24,38,64,15,17,10,15,17,45,21,35,15,22,22,56,62,36,35,26,13,26,15,61,24,37,20,34,32,29,36,23,17,25,33,34,39,42,34,49,37,14,24,47,33,22,22,28,15,14,46,13,56,54,24,44,46,0,13,19,59,23,17,20,36,18,44,18,55,29,31,53,86,20,35,39,,53,23,26,58,24,50,23,23,44,21,33,17,26,6,70,42,16,46,33,21,18,24,51,13,8,23,16,20,32,30,70,31,14,43,21,52,29,,44,41,25,26,23,76,11,33,39,43,70,26,9,46,32,40,17,39,48,16,18,9,72,15,27,33,16,57,12,6,32,39,69,21,51,38,65,17,20,89,52,49,22,89,56,7,13,17,30,21,52,84,20,0,25,21,16,16,34,56,24,52,37,31,30,45,4,47,9,25,42,32
2020-04-25,24,49,22,15,26,19,37,50,37,25,17,17,25,52,51,41,32,44,20,19,26,70,26,38,43,26,35,22,30,34,16,22,37,37,0,27,37,56,24,21,24,55,23,24,23,27,15,18,63,15,57,58,22,48,56,0,16,52,69,19,16,21,44,42,46,20,47,30,23,59,56,22,20,39,,50,20,48,39,10,36,36,36,100,21,35,16,29,7,65,40,27,44,31,19,21,17,39,31,15,21,16,22,31,29,75,45,20,15,33,55,24,,49,33,30,30,28,75,44,25,40,42,68,26,11,58,34,39,22,45,50,16,20,9,71,18,32,29,16,0,21,17,0,38,44,23,36,47,100,17,25,62,56,56,24,40,62,8,12,18,44,20,53,75,7,0,18,29,19,16,23,55,25,51,27,36,30,47,4,33,11,15,45,47
2020-04-26,23,56,24,17,24,12,36,50,28,27,17,26,19,49,49,32,30,40,30,18,17,68,17,36,48,32,34,28,37,37,25,30,38,36,45,45,36,57,23,19,22,54,21,24,27,35,16,15,41,0,59,58,25,54,9,0,19,59,67,17,18,19,46,27,34,20,55,32,14,58,46,23,29,38,,50,28,40,40,8,27,24,35,86,24,32,16,16,8,69,41,23,42,35,19,21,21,46,36,9,20,20,21,33,31,86,48,32,41,28,55,21,,45,10,33,29,36,71,39,24,45,51,66,26,11,49,38,44,19,46,53,15,18,8,63,17,30,33,49,15,13,18,0,35,41,23,25,52,67,13,14,72,56,45,24,39,77,15,12,20,40,23,58,69,6,0,21,29,17,15,20,53,25,41,26,44,37,53,3,50,31,29,44,33
2020-04-27,26,58,21,17,13,16,44,28,30,23,13,21,20,52,50,38,32,18,20,38,20,46,24,34,23,35,25,25,35,14,16,30,22,23,21,31,19,32,35,22,25,27,26,16,19,28,13,15,9,27,31,29,24,35,55,0,16,48,61,18,12,18,38,39,44,18,26,23,0,35,51,69,18,40,,31,21,21,37,8,33,33,23,27,21,35,14,11,5,42,32,17,40,26,11,22,17,66,32,19,16,18,20,26,28,46,25,19,27,31,32,25,,30,33,31,21,20,60,11,21,31,21,35,29,9,50,32,23,22,24,32,14,17,8,65,16,26,33,17,44,6,8,0,35,37,25,63,46,34,13,18,66,39,21,21,31,56,15,12,16,55,19,43,37,7,0,27,23,19,13,20,33,18,44,25,20,34,29,3,36,10,21,39,39
2020-04-28,33,45,22,15,23,9,12,24,25,20,13,21,20,52,40,32,37,18,21,23,10,33,14,30,21,23,26,26,32,15,23,21,25,18,16,29,15,23,22,20,25,17,25,17,21,28,12,16,18,12,22,17,22,19,13,0,12,39,52,21,12,22,45,29,36,18,25,26,7,20,60,44,20,39,,23,21,14,34,8,27,27,24,26,20,29,14,21,7,33,23,15,36,37,7,14,21,51,28,13,21,18,16,33,26,75,29,14,15,21,20,24,,26,21,38,21,46,56,10,18,19,39,28,24,10,52,33,18,10,18,28,14,15,8,66,15,24,32,15,21,10,13,0,33,33,17,22,45,33,15,17,69,32,66,22,27,63,18,12,15,27,17,38,28,6,51,27,22,17,14,19,32,20,38,25,18,24,22,3,27,23,14,40,37
2020-04-29,19,50,12,20,19,15,12,23,25,19,12,13,20,45,37,34,34,17,27,21,12,28,27,34,23,22,22,13,25,13,15,19,24,18,16,34,15,24,19,18,22,16,21,18,15,28,11,15,33,24,24,18,18,19,25,67,16,26,55,8,12,21,24,40,42,17,24,28,29,20,45,40,23,28,,20,17,13,32,8,24,20,29,30,20,41,16,25,5,37,25,14,38,20,19,16,17,45,12,11,16,11,14,21,25,65,33,20,63,23,19,19,,21,19,31,29,31,49,9,19,21,43,29,22,10,44,28,15,14,18,26,13,15,9,54,13,22,31,33,6,12,33,0,30,35,24,11,32,30,13,17,47,33,64,20,29,59,17,12,19,20,18,41,32,7,0,16,23,16,15,18,28,17,40,26,14,34,20,2,25,11,67,38,31
2020-04-30,19,42,12,18,18,15,29,23,40,18,12,17,21,38,35,30,31,15,20,26,9,25,22,30,22,16,24,15,23,13,29,16,26,16,16,35,15,22,52,12,23,17,22,20,17,25,11,13,16,11,21,15,19,16,13,0,11,24,44,15,12,22,31,38,44,16,27,22,7,19,39,81,30,26,,18,18,10,30,7,27,17,20,21,19,28,14,22,4,36,30,18,36,24,14,11,17,50,19,10,20,16,10,23,22,60,30,17,38,21,18,20,,24,17,26,17,23,42,9,16,17,36,24,21,8,41,24,13,15,18,22,12,15,10,50,13,24,32,15,12,25,15,0,30,22,20,16,35,27,13,13,49,28,61,19,28,48,17,11,16,12,13,76,28,5,22,30,23,12,13,17,28,16,33,23,16,23,23,3,28,21,81,32,33
2020-05-01,43,60,21,14,15,19,20,25,26,19,15,15,18,49,36,24,28,16,31,42,11,22,17,30,23,29,22,17,17,20,36,23,28,16,0,52,17,25,39,9,25,17,28,13,16,26,11,12,34,44,21,15,17,18,9,0,8,41,52,8,13,19,32,20,39,18,25,26,22,22,29,51,19,27,,23,20,10,34,8,28,18,23,24,21,31,14,20,7,42,27,14,38,28,21,18,18,64,20,19,20,15,14,19,26,79,25,14,31,19,21,22,,21,31,31,18,23,52,8,18,13,35,28,24,8,40,29,12,14,17,24,13,17,8,52,14,27,33,34,7,20,12,0,33,32,18,13,33,31,14,19,49,32,23,20,27,55,8,10,15,50,14,61,33,5,92,24,21,15,12,17,32,23,38,22,18,27,19,3,22,12,88,33,41
2020-05-02,30,40,21,16,20,19,22,26,33,21,17,15,17,41,37,23,39,17,31,27,12,25,15,30,22,25,30,19,27,9,13,25,30,17,15,51,19,27,20,10,24,17,26,19,18,23,10,14,18,44,24,16,23,19,13,40,15,19,44,18,13,21,43,60,36,17,26,22,0,20,32,50,26,39,,19,19,9,32,8,57,20,21,30,22,31,15,23,5,41,33,18,33,25,29,17,25,45,10,26,17,13,13,35,27,64,32,18,21,28,20,19,,52,23,29,16,25,50,9,23,17,37,27,22,9,44,30,13,13,22,24,13,19,9,55,15,29,59,33,0,13,6,0,30,33,25,22,43,36,15,18,58,33,72,23,27,60,20,10,14,32,18,68,28,6,43,23,25,17,15,17,35,20,42,22,16,27,19,3,16,13,83,39,28
2020-05-03,27,56,17,14,21,19,0,26,31,21,14,22,17,44,35,22,29,17,26,33,11,36,19,37,21,26,28,13,20,40,18,23,25,18,0,63,20,30,34,19,21,20,24,15,14,27,12,15,37,29,21,17,20,21,15,0,12,30,42,16,15,20,31,41,51,18,26,25,35,23,47,31,20,28,,24,18,8,34,7,26,17,20,21,23,35,13,15,6,42,26,19,34,21,12,18,23,41,25,10,22,16,15,38,27,46,27,17,20,19,21,25,,19,24,28,16,24,64,8,18,16,41,28,25,9,43,28,18,16,18,24,13,16,11,54,15,31,26,18,36,0,19,44,31,39,19,36,27,34,14,19,45,33,0,21,21,41,20,11,16,13,21,100,33,7,0,23,26,14,12,18,37,24,32,24,18,27,20,2,17,25,45,36,39
2020-05-04,23,41,17,14,9,22,0,21,24,19,12,20,14,43,30,32,22,16,17,27,12,30,8,20,20,27,18,15,26,16,20,17,27,16,34,21,15,23,32,20,24,17,21,16,17,21,10,13,33,0,22,17,15,22,14,0,9,34,37,12,14,18,27,47,33,16,23,25,8,21,54,53,20,29,,21,15,10,31,7,21,14,22,23,20,24,13,16,4,41,26,24,34,39,25,19,20,45,22,6,17,12,12,29,23,64,31,15,44,16,19,21,,28,14,28,22,29,62,8,17,21,19,23,20,8,37,27,12,11,18,20,11,14,8,50,13,25,27,30,26,18,23,32,27,27,19,26,42,26,12,15,46,31,82,19,20,100,20,9,14,13,21,69,25,5,23,21,21,14,12,17,36,17,36,23,14,23,18,4,16,9,58,29,32
