date,CN_search,AF_search,AL_search,DZ_search,AD_search,AO_search,AG_search,AR_search,AM_search,AU_search,AT_search,AZ_search,BS_search,BH_search,BD_search,BB_search,BY_search,BE_search,BZ_search,BJ_search,BT_search,BO_search,BA_search,BW_search,BR_search,BN_search,BG_search,BF_search,MM_search,BI_search,CV_search,KH_search,CM_search,CA_search,CF_search,TD_search,CL_search,CO_search,CG_search,CD_search,CR_search,CI_search,HR_search,CU_search,CY_search,CZ_search,DK_search,DJ_search,DM_search,DO_search,EC_search,EG_search,SV_search,GQ_search,ER_search,EE_search,SZ_search,ET_search,FJ_search,FI_search,FR_search,GA_search,GM_search,GE_search,DE_search,GH_search,GR_search,GD_search,GT_search,GN_search,GW_search,GY_search,HT_search,VA_search,HN_search,HU_search,IS_search,IN_search,ID_search,IR_search,IQ_search,IE_search,IL_search,IT_search,JM_search,JP_search,JO_search,KZ_search,KE_search,KR_search,XK_search,KW_search,KG_search,LA_search,LV_search,LB_search,LR_search,LY_search,LI_search,LT_search,LU_search,MG_search,MW_search,MY_search,MV_search,ML_search,MT_search,MR_search,MU_search,MX_search,MD_search,MC_search,MN_search,ME_search,MA_search,MZ_search,NA_search,NP_search,NL_search,NZ_search,NI_search,NE_search,NG_search,MK_search,NO_search,OM_search,PK_search,PA_search,PG_search,PY_search,PE_search,PH_search,PL_search,PT_search,QA_search,RO_search,RU_search,RW_search,KN_search,LC_search,VC_search,SM_search,ST_search,SA_search,SN_search,RS_search,SC_search,SL_search,SG_search,SK_search,SI_search,SO_search,ZA_search,SS_search,ES_search,LK_search,SD_search,SR_search,SE_search,CH_search,SY_search,TW_search,TZ_search,TH_search,TL_search,TG_search,TT_search,TN_search,TR_search,US_search,UG_search,UA_search,AE_search,GB_search,UY_search,UZ_search,VE_search,VN_search,PS_search,EH_search,YE_search,ZM_search,ZW_search,KM_search,TJ_search,LS_search
2020-05-20,2.0,14.0,9.0,11.0,11.0,12.0,,17.0,,12,7.0,11.0,8.0,25.0,18.0,11.0,8.0,10.0,5.0,12.0,,18,,17.0,17,14.0,13.0,5,10.0,,26.0,8.0,11,10.0,,,14.0,13.0,,16.0,10.0,,10.0,9.0,18.0,8.0,7.0,,,9,11,17.0,14,46.0,,10.0,12.0,,9,8.0,10.0,19.0,,18.0,7,14.0,14.0,,14.0,17.0,,9.0,23,,10,10.0,,18.0,4,14.0,19.0,15.0,14,12.0,16.0,8.0,16,2,19,17.0,9.0,20,,,3.0,11,36.0,46.0,,8.0,,13.0,,12.0,23.0,13.0,10.0,,12,10,14,,15.0,5.0,17.0,10.0,14.0,47,6.0,11,18.0,,11.0,15.0,5.0,33,,8.0,,10,13.0,7,10.0,6.0,36.0,9.0,13.0,15.0,,0.0,,,,17,12,,,,14.0,7.0,9.0,31.0,15,18.0,14.0,12.0,49.0,9.0,7.0,10.0,,6.0,10.0,3,,12.0,12.0,9,9.0,11.0,18,12.0,23.0,18.0,9.0,22.0,16.0,2,7.0,15,22.0,23.0,17.0,,,
2020-05-21,2.0,13.0,8.0,10.0,5.0,9.0,,17.0,,11,7.0,12.0,11.0,26.0,20.0,11.0,11.0,11.0,10.0,12.0,,16,,17.0,16,9.0,12.0,2,11.0,,96.0,10.0,14,10.0,,,17.0,12.0,,8.0,10.0,,10.0,9.0,20.0,8.0,7.0,,,9,10,17.0,11,68.0,,7.0,10.0,,11,9.0,10.0,14.0,,17.0,8,12.0,15.0,,16.0,20.0,,8.0,37,,8,12.0,,18.0,5,15.0,15.0,12.0,15,12.0,14.0,9.0,11,4,21,12.0,10.0,19,,,4.0,15,21.0,46.0,,8.0,,11.0,,12.0,25.0,11.0,14.0,,9,11,9,,13.0,8.0,16.0,10.0,18.0,39,6.0,10,17.0,,10.0,14.0,6.0,28,,8.0,,9,13.0,7,10.0,6.0,31.0,9.0,15.0,14.0,,0.0,,,,15,16,,,,13.0,7.0,8.0,23.0,14,16.0,13.0,10.0,70.0,7.0,8.0,9.0,,7.0,8.0,3,,12.0,8.0,8,8.0,11.0,20,11.0,21.0,17.0,9.0,19.0,15.0,1,4.0,15,35.0,19.0,13.0,,,
2020-05-22,2.0,19.0,7.0,9.0,14.0,8.0,,18.0,,11,7.0,10.0,8.0,21.0,20.0,14.0,16.0,11.0,10.0,13.0,,16,,14.0,15,8.0,11.0,6,8.0,,8.0,8.0,16,10.0,,,14.0,12.0,,13.0,11.0,,9.0,12.0,15.0,7.0,6.0,,,10,10,9.0,11,68.0,,8.0,23.0,,11,7.0,10.0,14.0,,23.0,7,12.0,13.0,,16.0,11.0,,15.0,27,,10,12.0,,18.0,5,14.0,13.0,11.0,16,12.0,10.0,8.0,13,3,16,17.0,15.0,21,,,2.0,14,19.0,43.0,,7.0,,9.0,,12.0,24.0,11.0,11.0,,10,11,10,,9.0,11.0,16.0,7.0,17.0,38,6.0,11,14.0,,11.0,14.0,5.0,29,,9.0,,7,15.0,7,10.0,5.0,31.0,9.0,12.0,28.0,,0.0,,,,15,11,,,,11.0,7.0,10.0,19.0,14,6.0,13.0,11.0,92.0,6.0,7.0,9.0,,6.0,7.0,3,,13.0,11.0,9,7.0,10.0,19,11.0,21.0,14.0,9.0,21.0,11.0,1,1.0,13,17.0,18.0,12.0,,,
2020-05-23,1.0,13.0,6.0,9.0,13.0,8.0,,20.0,,12,6.0,11.0,11.0,25.0,20.0,12.0,9.0,10.0,3.0,10.0,,15,,16.0,15,7.0,11.0,4,6.0,,18.0,9.0,10,10.0,,,14.0,15.0,,8.0,9.0,,11.0,8.0,17.0,6.0,7.0,,,9,10,11.0,10,85.0,,13.0,15.0,,8,7.0,10.0,13.0,,23.0,7,12.0,15.0,,17.0,16.0,,12.0,27,,10,14.0,,19.0,4,11.0,10.0,12.0,18,12.0,13.0,7.0,13,2,18,18.0,11.0,22,,,3.0,15,21.0,86.0,,10.0,,9.0,,13.0,12.0,11.0,11.0,,8,11,10,,12.0,7.0,17.0,9.0,17.0,48,6.0,12,11.0,,10.0,11.0,6.0,28,,9.0,,10,13.0,7,11.0,6.0,30.0,10.0,16.0,25.0,,0.0,,,,18,15,,,,11.0,8.0,10.0,16.0,16,12.0,14.0,10.0,47.0,11.0,7.0,8.0,,6.0,9.0,3,,15.0,10.0,11,8.0,10.0,18,11.0,22.0,14.0,9.0,21.0,11.0,2,1.0,9,31.0,12.0,13.0,,,
2020-05-24,2.0,14.0,10.0,8.0,8.0,9.0,,23.0,,13,7.0,8.0,5.0,26.0,17.0,21.0,12.0,10.0,10.0,11.0,,16,,9.0,15,16.0,11.0,9,8.0,,11.0,11.0,13,11.0,,,15.0,17.0,,13.0,11.0,,12.0,9.0,20.0,6.0,5.0,,,10,9,13.0,11,34.0,,24.0,33.0,,9,7.0,10.0,13.0,,23.0,7,12.0,17.0,,18.0,12.0,,11.0,26,,13,10.0,,20.0,6,13.0,12.0,12.0,13,14.0,14.0,9.0,12,3,15,19.0,7.0,21,,,3.0,11,16.0,43.0,,7.0,,18.0,,13.0,21.0,10.0,11.0,,16,12,14,,14.0,7.0,16.0,11.0,22.0,40,6.0,10,14.0,,9.0,12.0,6.0,31,,11.0,,10,14.0,6,10.0,7.0,30.0,9.0,14.0,20.0,,0.0,,,,17,16,,,,12.0,5.0,11.0,24.0,16,13.0,13.0,13.0,28.0,11.0,6.0,9.0,,5.0,6.0,3,,18.0,10.0,10,7.0,11.0,18,11.0,19.0,15.0,13.0,19.0,14.0,2,1.0,0,26.0,14.0,20.0,,,
2020-05-25,2.0,10.0,8.0,10.0,7.0,8.0,,21.0,,11,6.0,11.0,8.0,25.0,21.0,9.0,15.0,10.0,18.0,6.0,,15,,17.0,15,13.0,14.0,7,8.0,,8.0,8.0,16,10.0,,,14.0,15.0,,11.0,9.0,,11.0,8.0,13.0,5.0,6.0,,,10,9,17.0,13,22.0,,7.0,21.0,,8,8.0,10.0,12.0,,25.0,7,11.0,12.0,,17.0,21.0,,11.0,32,,10,11.0,,19.0,5,13.0,9.0,12.0,12,11.0,14.0,10.0,13,3,17,18.0,13.0,22,,,3.0,12,29.0,43.0,,7.0,,15.0,,16.0,24.0,15.0,8.0,,11,10,10,,5.0,9.0,16.0,13.0,19.0,40,5.0,10,14.0,,10.0,10.0,5.0,38,,10.0,,9,12.0,6,9.0,5.0,30.0,9.0,13.0,15.0,,0.0,,,,18,12,,,,12.0,5.0,7.0,14.0,13,9.0,12.0,13.0,46.0,14.0,6.0,8.0,,8.0,9.0,3,,8.0,10.0,9,8.0,11.0,25,11.0,25.0,17.0,9.0,11.0,12.0,2,4.0,12,40.0,16.0,13.0,,,
2020-05-26,1.0,11.0,9.0,8.0,6.0,8.0,,18.0,,12,5.0,12.0,5.0,29.0,19.0,20.0,7.0,9.0,13.0,8.0,,15,,9.0,14,13.0,10.0,2,7.0,,17.0,10.0,13,10.0,,,14.0,13.0,,7.0,9.0,,11.0,8.0,16.0,5.0,6.0,,,8,8,13.0,10,61.0,,6.0,17.0,,6,6.0,9.0,12.0,,25.0,7,12.0,14.0,,17.0,18.0,,12.0,22,,10,10.0,,18.0,5,11.0,12.0,13.0,13,10.0,11.0,9.0,11,2,13,18.0,7.0,21,,,2.0,12,20.0,71.0,,6.0,,9.0,,15.0,43.0,9.0,11.0,,8,10,9,,9.0,5.0,15.0,9.0,20.0,42,6.0,10,16.0,,9.0,10.0,5.0,31,,9.0,,8,13.0,6,8.0,5.0,30.0,8.0,14.0,11.0,,0.0,,,,17,11,,,,12.0,5.0,10.0,16.0,13,8.0,11.0,12.0,72.0,7.0,6.0,7.0,,6.0,7.0,3,,11.0,10.0,7,7.0,11.0,20,11.0,21.0,15.0,9.0,19.0,12.0,2,3.0,8,39.0,12.0,13.0,,,
2020-05-27,1.0,16.0,6.0,8.0,11.0,9.0,,18.0,,11,6.0,9.0,8.0,26.0,19.0,11.0,10.0,10.0,10.0,8.0,,15,,9.0,14,20.0,9.0,5,10.0,,12.0,8.0,12,9.0,,,15.0,13.0,,12.0,10.0,,11.0,11.0,14.0,5.0,5.0,,,9,9,15.0,11,68.0,,13.0,21.0,,7,8.0,8.0,8.0,,22.0,7,10.0,13.0,,16.0,9.0,,12.0,23,,11,13.0,,18.0,4,12.0,13.0,11.0,15,10.0,13.0,9.0,10,3,17,14.0,9.0,21,,,3.0,12,10.0,86.0,,6.0,,7.0,,13.0,32.0,10.0,9.0,,10,10,7,,4.0,10.0,16.0,8.0,15.0,42,6.0,10,16.0,,8.0,9.0,5.0,25,,9.0,,9,14.0,7,10.0,5.0,32.0,8.0,13.0,23.0,,0.0,,,,17,11,,,,11.0,5.0,6.0,13.0,14,10.0,11.0,13.0,42.0,4.0,6.0,10.0,,6.0,6.0,3,,9.0,14.0,8,7.0,10.0,18,11.0,19.0,15.0,8.0,17.0,11.0,1,3.0,10,51.0,14.0,16.0,,,
2020-05-28,1.0,14.0,10.0,8.0,5.0,7.0,,18.0,,11,6.0,12.0,9.0,25.0,18.0,4.0,10.0,10.0,13.0,13.0,,18,,9.0,13,7.0,8.0,3,6.0,,18.0,7.0,17,9.0,,,13.0,12.0,,8.0,11.0,,10.0,9.0,15.0,5.0,5.0,,,10,8,17.0,11,56.0,,6.0,15.0,,8,8.0,10.0,13.0,,18.0,7,10.0,13.0,,15.0,19.0,,12.0,24,,7,11.0,,19.0,4,12.0,14.0,11.0,15,11.0,11.0,8.0,13,4,21,19.0,7.0,20,,,2.0,10,19.0,57.0,,5.0,,9.0,,14.0,32.0,12.0,10.0,,9,10,8,,8.0,9.0,17.0,9.0,19.0,47,6.0,9,17.0,,8.0,10.0,5.0,31,,9.0,,9,14.0,6,9.0,5.0,35.0,8.0,11.0,13.0,,0.0,,,,20,9,,,,12.0,5.0,7.0,17.0,15,4.0,10.0,12.0,46.0,10.0,6.0,8.0,,5.0,7.0,3,,9.0,13.0,8,7.0,9.0,19,11.0,18.0,17.0,10.0,16.0,11.0,2,1.0,0,34.0,16.0,16.0,,,
2020-05-29,1.0,11.0,9.0,9.0,7.0,7.0,,16.0,,11,7.0,9.0,5.0,26.0,20.0,11.0,9.0,8.0,8.0,7.0,,17,,16.0,13,7.0,9.0,3,8.0,,20.0,7.0,12,9.0,,,13.0,12.0,,12.0,10.0,,10.0,8.0,14.0,6.0,6.0,,,9,8,17.0,15,66.0,,10.0,21.0,,8,7.0,8.0,10.0,,23.0,7,12.0,10.0,,15.0,6.0,,9.0,21,,9,12.0,,19.0,4,17.0,12.0,11.0,24,10.0,10.0,8.0,12,3,18,17.0,8.0,26,,,4.0,9,16.0,71.0,,7.0,,13.0,,12.0,31.0,9.0,5.0,,8,10,10,,11.0,6.0,15.0,11.0,22.0,47,6.0,10,17.0,,10.0,10.0,5.0,35,,9.0,,8,14.0,8,9.0,6.0,33.0,8.0,14.0,14.0,,0.0,,,,19,12,,,,11.0,6.0,6.0,23.0,13,10.0,11.0,11.0,51.0,6.0,6.0,8.0,,6.0,8.0,3,,10.0,10.0,7,7.0,9.0,19,7.0,22.0,15.0,9.0,17.0,10.0,1,3.0,8,13.0,16.0,17.0,,,
2020-05-30,1.0,10.0,8.0,9.0,8.0,6.0,,18.0,,11,6.0,16.0,4.0,24.0,20.0,4.0,6.0,9.0,8.0,4.0,,17,,16.0,13,9.0,7.0,4,9.0,,16.0,7.0,12,9.0,,,13.0,13.0,,10.0,11.0,,11.0,8.0,13.0,7.0,6.0,,,7,8,15.0,11,46.0,,11.0,10.0,,7,6.0,8.0,12.0,,28.0,7,8.0,13.0,,14.0,15.0,,18.0,19,,8,11.0,,20.0,4,10.0,11.0,12.0,20,10.0,16.0,8.0,8,2,17,17.0,10.0,24,,,2.0,11,16.0,46.0,,9.0,,16.0,,13.0,30.0,7.0,8.0,,13,10,9,,8.0,9.0,14.0,8.0,19.0,47,6.0,10,9.0,,8.0,15.0,4.0,37,,9.0,,11,14.0,6,9.0,6.0,34.0,8.0,14.0,23.0,,0.0,,,,18,13,,,,11.0,7.0,11.0,12.0,14,11.0,11.0,12.0,61.0,8.0,6.0,9.0,,6.0,5.0,3,,14.0,11.0,7,8.0,8.0,17,11.0,22.0,14.0,10.0,17.0,11.0,1,3.0,9,13.0,11.0,13.0,,,
2020-05-31,1.0,10.0,6.0,7.0,4.0,9.0,,18.0,,11,6.0,13.0,8.0,33.0,16.0,7.0,8.0,9.0,10.0,11.0,,19,,24.0,13,11.0,13.0,5,11.0,,14.0,9.0,12,9.0,,,15.0,15.0,,7.0,8.0,,14.0,7.0,16.0,6.0,5.0,,,8,8,16.0,9,34.0,,10.0,10.0,,7,7.0,8.0,6.0,,28.0,8,13.0,14.0,,13.0,7.0,,5.0,19,,9,10.0,,20.0,4,10.0,17.0,11.0,16,11.0,10.0,7.0,8,4,16,17.0,8.0,20,,,2.0,13,16.0,57.0,,7.0,,18.0,,13.0,17.0,7.0,10.0,,11,10,6,,10.0,6.0,17.0,7.0,16.0,47,6.0,9,12.0,,8.0,12.0,5.0,33,,9.0,,11,15.0,6,8.0,6.0,31.0,8.0,15.0,28.0,,0.0,,,,17,13,,,,11.0,7.0,9.0,17.0,15,7.0,11.0,9.0,46.0,12.0,6.0,8.0,,5.0,6.0,3,,6.0,13.0,6,8.0,8.0,22,11.0,19.0,14.0,9.0,12.0,9.0,1,1.0,13,26.0,11.0,13.0,,,
2020-06-01,1.0,14.0,10.0,9.0,5.0,9.0,,16.0,,9,6.0,12.0,8.0,32.0,18.0,16.0,11.0,9.0,8.0,13.0,,16,,17.0,13,8.0,10.0,5,8.0,,13.0,6.0,12,9.0,,,13.0,12.0,,10.0,9.0,,8.0,10.0,14.0,6.0,5.0,,,9,10,15.0,8,20.0,,10.0,13.0,,5,5.0,8.0,5.0,,22.0,8,8.0,11.0,,11.0,20.0,,4.0,17,,8,14.0,,18.0,4,11.0,15.0,12.0,15,10.0,10.0,7.0,9,3,16,14.0,9.0,20,,,2.0,8,13.0,57.0,,6.0,,13.0,,10.0,19.0,9.0,10.0,,10,10,10,,6.0,8.0,16.0,9.0,16.0,42,6.0,8,11.0,,8.0,16.0,5.0,40,,8.0,,8,11.0,5,9.0,5.0,30.0,7.0,13.0,18.0,,0.0,,,,17,11,,,,11.0,4.0,4.0,13.0,12,8.0,9.0,8.0,51.0,18.0,6.0,8.0,,7.0,6.0,3,,8.0,6.0,6,6.0,8.0,22,11.0,18.0,15.0,8.0,12.0,8.0,2,1.0,0,19.0,12.0,13.0,,,
2020-06-02,1.0,8.0,7.0,8.0,8.0,5.0,,15.0,,10,6.0,14.0,4.0,30.0,19.0,14.0,9.0,7.0,5.0,8.0,,16,,9.0,12,8.0,9.0,5,8.0,,8.0,7.0,11,8.0,,,12.0,11.0,,9.0,9.0,,7.0,9.0,15.0,4.0,5.0,,,9,14,16.0,8,29.0,,8.0,12.0,,7,5.0,7.0,7.0,,17.0,7,9.0,13.0,,10.0,14.0,,4.0,22,,9,8.0,,18.0,3,12.0,16.0,11.0,15,11.0,10.0,10.0,10,2,12,14.0,5.0,21,,,3.0,10,11.0,32.0,,6.0,,9.0,,12.0,29.0,9.0,11.0,,7,9,10,,8.0,6.0,15.0,9.0,15.0,40,6.0,8,11.0,,8.0,18.0,4.0,32,,7.0,,8,11.0,6,7.0,5.0,30.0,7.0,13.0,18.0,,0.0,,,,18,9,,,,11.0,5.0,7.0,12.0,12,4.0,8.0,9.0,57.0,11.0,5.0,7.0,,3.0,5.0,3,,5.0,6.0,6,6.0,8.0,13,7.0,17.0,14.0,7.0,14.0,9.0,1,1.0,0,13.0,10.0,15.0,,,
2020-06-03,1.0,15.0,7.0,,6.0,6.0,,14.0,,9,5.0,18.0,11.0,27.0,18.0,7.0,10.0,9.0,8.0,9.0,,16,,16.0,12,9.0,7.0,7,5.0,,7.0,8.0,10,8.0,,,13.0,11.0,,3.0,12.0,,8.0,6.0,16.0,6.0,5.0,,,8,15,13.0,8,37.0,,13.0,15.0,,10,7.0,7.0,11.0,,23.0,6,7.0,13.0,,9.0,6.0,,11.0,15,,8,12.0,,17.0,3,15.0,14.0,10.0,13,9.0,11.0,9.0,8,3,10,17.0,9.0,22,,,4.0,10,12.0,79.0,,7.0,,4.0,,9.0,,6.0,5.0,,7,9,18,,4.0,5.0,13.0,9.0,10.0,37,6.0,7,,,,12.0,5.0,27,,7.0,,8,10.0,5,7.0,5.0,26.0,7.0,13.0,11.0,,0.0,,,,16,8,,,,11.0,6.0,,8.0,12,6.0,,,37.0,16.0,6.0,6.0,,7.0,6.0,3,,5.0,,5,5.0,7.0,15,11.0,18.0,13.0,6.0,12.0,9.0,2,1.0,0,13.0,15.0,5.0,,,
2020-06-04,1.0,22.0,8.0,8.0,9.0,9.0,,15.0,,9,5.0,17.0,11.0,27.0,18.0,7.0,9.0,9.0,5.0,6.0,,17,,24.0,12,7.0,7.0,5,4.0,,5.0,3.0,9,8.0,,,10.0,11.0,,7.0,11.0,,8.0,9.0,13.0,3.0,5.0,,,7,13,13.0,10,22.0,,7.0,23.0,,8,6.0,6.0,12.0,,12.0,6,8.0,12.0,,12.0,21.0,,10.0,16,,8,8.0,,16.0,4,20.0,12.0,9.0,13,8.0,9.0,8.0,10,2,11,17.0,7.0,20,,,4.0,9,9.0,57.0,,7.0,,9.0,,11.0,20.0,6.0,8.0,,9,10,9,,10.0,18.0,16.0,9.0,8.0,35,4.0,7,12.0,,7.0,15.0,4.0,29,,9.0,,7,10.0,5,8.0,5.0,23.0,7.0,10.0,17.0,,0.0,,,,16,12,,,,10.0,6.0,8.0,7.0,12,5.0,7.0,8.0,28.0,23.0,6.0,7.0,,5.0,4.0,3,,7.0,7.0,6,6.0,8.0,15,11.0,16.0,13.0,8.0,10.0,10.0,1,13.0,15,18.0,7.0,15.0,,,
2020-06-05,1.0,14.0,6.0,7.0,5.0,8.0,,16.0,,8,6.0,17.0,8.0,25.0,23.0,4.0,8.0,7.0,5.0,5.0,,13,,16.0,12,7.0,9.0,5,6.0,,0.0,4.0,9,7.0,,,11.0,10.0,,4.0,9.0,,9.0,7.0,11.0,4.0,4.0,,,7,14,13.0,10,30.0,,8.0,10.0,,9,7.0,6.0,12.0,,18.0,6,7.0,11.0,,9.0,12.0,,6.0,19,,7,9.0,,16.0,3,16.0,10.0,11.0,18,8.0,9.0,6.0,9,3,11,19.0,8.0,21,,,4.0,8,5.0,46.0,,6.0,,4.0,,10.0,19.0,7.0,10.0,,6,9,11,,4.0,8.0,15.0,9.0,10.0,35,4.0,7,10.0,,6.0,20.0,4.0,26,,8.0,,8,10.0,5,8.0,5.0,24.0,8.0,11.0,14.0,,0.0,,,,20,11,,,,10.0,5.0,6.0,14.0,13,5.0,7.0,7.0,34.0,21.0,6.0,7.0,,4.0,7.0,2,,5.0,5.0,6,7.0,8.0,16,11.0,18.0,13.0,7.0,14.0,9.0,1,15.0,0,5.0,8.0,10.0,,,
2020-06-06,1.0,18.0,5.0,7.0,9.0,8.0,,17.0,,9,5.0,21.0,9.0,27.0,21.0,4.0,8.0,8.0,5.0,6.0,,15,,12.0,13,7.0,11.0,2,2.0,,17.0,5.0,10,7.0,,,11.0,13.0,,7.0,10.0,,10.0,7.0,11.0,6.0,6.0,,,7,11,10.0,9,17.0,,9.0,25.0,,8,5.0,6.0,9.0,,18.0,6,6.0,12.0,,11.0,7.0,,8.0,13,,9,9.0,,17.0,3,12.0,13.0,9.0,18,10.0,9.0,6.0,7,2,12,21.0,10.0,20,,,4.0,9,12.0,89.0,,6.0,,11.0,,11.0,21.0,7.0,9.0,,13,9,12,,5.0,11.0,14.0,9.0,15.0,39,4.0,8,9.0,,5.0,10.0,4.0,29,,10.0,,9,11.0,4,9.0,7.0,25.0,8.0,11.0,14.0,,0.0,,,,20,13,,,,11.0,9.0,9.0,16.0,14,3.0,8.0,8.0,37.0,17.0,5.0,7.0,,5.0,8.0,3,,8.0,7.0,4,9.0,7.0,19,11.0,19.0,12.0,10.0,12.0,9.0,1,7.0,22,5.0,7.0,10.0,,,
2020-06-07,1.0,25.0,7.0,7.0,4.0,7.0,,20.0,,10,6.0,14.0,12.0,23.0,19.0,5.0,9.0,8.0,5.0,4.0,,13,,14.0,13,7.0,9.0,3,6.0,,8.0,7.0,10,8.0,,,15.0,15.0,,9.0,11.0,,10.0,8.0,11.0,3.0,4.0,,,7,12,11.0,8,47.0,,7.0,12.0,,12,6.0,6.0,17.0,,23.0,6,8.0,16.0,,14.0,7.0,,11.0,16,,8,7.0,,18.0,3,10.0,9.0,10.0,15,10.0,11.0,6.0,4,4,10,17.0,12.0,19,,,4.0,11,4.0,57.0,,7.0,,5.0,,12.0,19.0,7.0,8.0,,9,9,11,,12.0,19.0,15.0,12.0,12.0,35,5.0,8,10.0,,8.0,11.0,6.0,26,,10.0,,8,12.0,5,10.0,5.0,25.0,8.0,9.0,8.0,,0.0,,,,17,11,,,,13.0,6.0,10.0,8.0,15,5.0,8.0,9.0,26.0,19.0,5.0,7.0,,4.0,6.0,2,,5.0,5.0,5,7.0,7.0,18,11.0,16.0,13.0,10.0,8.0,11.0,1,10.0,10,11.0,10.0,7.0,,,
2020-06-08,1.0,15.0,6.0,7.0,13.0,6.0,,14.0,,10,5.0,17.0,5.0,28.0,18.0,9.0,8.0,7.0,8.0,9.0,,16,,16.0,12,9.0,8.0,5,7.0,,14.0,6.0,11,9.0,,,12.0,11.0,,6.0,10.0,,8.0,9.0,11.0,4.0,5.0,,,8,11,10.0,10,33.0,,3.0,19.0,,6,5.0,6.0,7.0,,22.0,6,7.0,20.0,,10.0,10.0,,7.0,10,,7,8.0,,17.0,3,11.0,14.0,10.0,14,8.0,10.0,8.0,10,2,12,18.0,7.0,18,,,2.0,10,7.0,43.0,,6.0,,11.0,,11.0,18.0,9.0,11.0,,10,9,15,,7.0,17.0,13.0,9.0,16.0,38,4.0,10,9.0,,7.0,11.0,4.0,23,,7.0,,8,10.0,5,10.0,4.0,22.0,8.0,10.0,9.0,,0.0,,,,17,10,,,,10.0,6.0,7.0,8.0,13,5.0,6.0,8.0,29.0,19.0,6.0,6.0,,5.0,5.0,3,,7.0,5.0,6,7.0,8.0,18,11.0,16.0,12.0,6.0,14.0,9.0,1,9.0,10,8.0,10.0,10.0,,,
2020-06-09,1.0,11.0,8.0,6.0,3.0,6.0,,14.0,,9,5.0,15.0,5.0,30.0,17.0,14.0,4.0,7.0,28.0,7.0,,14,,28.0,11,11.0,13.0,4,5.0,,20.0,6.0,8,8.0,,,10.0,9.0,,6.0,9.0,,7.0,7.0,13.0,3.0,6.0,,,7,9,7.0,10,14.0,,9.0,15.0,,7,5.0,6.0,11.0,,18.0,6,8.0,12.0,,11.0,8.0,,22.0,22,,9,7.0,,16.0,3,9.0,13.0,9.0,13,8.0,11.0,6.0,12,2,9,18.0,5.0,19,,,5.0,10,9.0,86.0,,7.0,,15.0,,11.0,13.0,7.0,8.0,,6,9,12,,5.0,13.0,16.0,10.0,18.0,33,5.0,7,8.0,,6.0,15.0,3.0,28,,6.0,,8,9.0,4,11.0,5.0,24.0,7.0,10.0,4.0,,0.0,,,,17,12,,,,8.0,4.0,4.0,4.0,13,4.0,5.0,7.0,26.0,21.0,6.0,6.0,,4.0,6.0,3,,4.0,8.0,6,5.0,8.0,15,8.0,14.0,13.0,6.0,11.0,9.0,1,12.0,9,3.0,7.0,9.0,,,
2020-06-10,1.0,11.0,8.0,6.0,6.0,5.0,,16.0,,8,5.0,12.0,2.0,22.0,18.0,20.0,4.0,8.0,13.0,6.0,,14,,17.0,10,13.0,10.0,3,6.0,,12.0,5.0,10,8.0,,,10.0,9.0,,7.0,11.0,,9.0,8.0,11.0,3.0,6.0,,,6,9,9.0,8,21.0,,4.0,13.0,,4,4.0,6.0,11.0,,22.0,5,7.0,11.0,,10.0,7.0,,6.0,23,,10,6.0,,17.0,4,8.0,10.0,8.0,11,7.0,9.0,7.0,12,3,13,18.0,7.0,18,,,7.0,9,3.0,43.0,,7.0,,15.0,,10.0,13.0,4.0,8.0,,5,8,12,,5.0,7.0,14.0,7.0,17.0,28,5.0,7,8.0,,7.0,9.0,4.0,24,,7.0,,8,9.0,4,9.0,5.0,25.0,7.0,8.0,7.0,,0.0,,,,15,12,,,,9.0,3.0,4.0,4.0,12,2.0,6.0,9.0,24.0,16.0,6.0,6.0,,5.0,7.0,2,,7.0,7.0,5,5.0,8.0,16,11.0,15.0,12.0,6.0,14.0,9.0,1,12.0,10,4.0,7.0,10.0,,,
2020-06-11,1.0,20.0,6.0,7.0,2.0,6.0,,17.0,,9,5.0,9.0,1.0,25.0,17.0,9.0,6.0,8.0,23.0,5.0,,15,,16.0,11,14.0,11.0,3,7.0,,7.0,5.0,6,8.0,,,9.0,10.0,,5.0,11.0,,10.0,7.0,14.0,4.0,7.0,,,9,8,11.0,7,12.0,,5.0,48.0,,8,6.0,6.0,10.0,,27.0,6,7.0,9.0,,11.0,9.0,,6.0,12,,9,9.0,,17.0,4,13.0,13.0,8.0,10,8.0,8.0,6.0,9,2,12,13.0,4.0,18,,,10.0,5,4.0,25.0,,6.0,,7.0,,10.0,17.0,4.0,11.0,,8,8,15,,3.0,16.0,11.0,8.0,10.0,30,5.0,6,9.0,,6.0,12.0,3.0,26,,6.0,,7,8.0,4,10.0,4.0,24.0,7.0,7.0,6.0,,0.0,,,,17,11,,,,8.0,3.0,5.0,9.0,11,1.0,6.0,7.0,24.0,18.0,7.0,7.0,,5.0,4.0,2,,12.0,4.0,4,6.0,8.0,16,13.0,16.0,11.0,5.0,13.0,8.0,1,21.0,16,4.0,6.0,15.0,,,
