date,CN_search,AF_search,AL_search,DZ_search,AD_search,AO_search,AG_search,AR_search,AM_search,AU_search,AT_search,AZ_search,BS_search,BH_search,BD_search,BB_search,BY_search,BE_search,BZ_search,BJ_search,BT_search,BO_search,BA_search,BW_search,BR_search,BN_search,BG_search,BF_search,MM_search,BI_search,CV_search,KH_search,CM_search,CA_search,CF_search,TD_search,CL_search,CO_search,CG_search,CD_search,CR_search,CI_search,HR_search,CU_search,CY_search,CZ_search,DK_search,DJ_search,DM_search,DO_search,EC_search,EG_search,SV_search,GQ_search,ER_search,EE_search,SZ_search,ET_search,FJ_search,FI_search,FR_search,GA_search,GM_search,GE_search,DE_search,GH_search,GR_search,GD_search,GT_search,GN_search,GW_search,GY_search,HT_search,VA_search,HN_search,HU_search,IS_search,IN_search,ID_search,IR_search,IQ_search,IE_search,IL_search,IT_search,JM_search,JP_search,JO_search,KZ_search,KE_search,KR_search,XK_search,KW_search,KG_search,LA_search,LV_search,LB_search,LR_search,LY_search,LI_search,LT_search,LU_search,MG_search,MW_search,MY_search,MV_search,ML_search,MT_search,MR_search,MU_search,MX_search,MD_search,MC_search,MN_search,ME_search,MA_search,MZ_search,NA_search,NP_search,NL_search,NZ_search,NI_search,NE_search,NG_search,MK_search,NO_search,OM_search,PK_search,PA_search,PG_search,PY_search,PE_search,PH_search,PL_search,PT_search,QA_search,RO_search,RU_search,RW_search,KN_search,LC_search,VC_search,SM_search,ST_search,SA_search,SN_search,RS_search,SC_search,SL_search,SG_search,SK_search,SI_search,SO_search,ZA_search,SS_search,ES_search,LK_search,SD_search,SR_search,SE_search,CH_search,SY_search,TW_search,TZ_search,TH_search,TL_search,TG_search,TT_search,TN_search,TR_search,US_search,UG_search,UA_search,AE_search,GB_search,UY_search,UZ_search,VE_search,VN_search,PS_search,EH_search,YE_search,ZM_search,ZW_search
2020-03-04,25,16,23,10,20,19,14,20,14,31,23,18,27,26,6,13,19,31,15,10,13,18,18,10,6,24,19,5,25,8,21,17,10,19,0,5,24,14,26,9,11,13,21,11,19,38,31,36,28,11,20,11,15,0,0,23,16,7,8,25,32,20,16,17,33,10,21,23,11,20,11,0,15,,10,37,55,22,8,31,20,36,47,59,23,24,17,5,10,40,8,22,15,34,24,13,10,4,38,16,30,12,5,23,20,14,19,16,16,10,7,,25,6,22,14,7,19,35,28,8,19,10,14,34,13,6,13,7,7,11,7,43,30,31,12,16,16,24,18,10,48,0,8,35,10,28,7,31,25,32,8,11,5,24,8,6,21,39,38,0,18,10,9,0,8,18,8,19,24,8,17,31,33,9,9,16,3,17,11,0,6,20
2020-03-05,21,12,16,8,15,19,22,14,19,30,25,17,39,23,7,26,16,34,33,15,13,17,37,14,8,27,22,4,14,8,24,25,8,22,40,16,18,11,21,12,22,15,26,12,25,36,33,20,16,11,17,12,14,0,0,28,24,6,13,29,38,33,23,34,35,10,33,35,10,9,14,5,14,,10,40,48,18,8,29,19,45,53,52,28,25,19,4,10,35,12,23,7,39,21,15,15,9,41,26,34,11,30,23,30,13,25,25,30,8,13,,21,7,24,35,13,21,41,27,11,5,9,10,41,15,6,13,10,6,10,7,30,38,22,13,16,15,19,9,20,47,0,9,35,13,22,2,31,31,36,10,43,0,23,11,12,42,43,40,8,16,8,10,12,6,21,8,23,28,8,17,29,36,8,11,10,4,53,0,23,16,25
2020-03-06,29,16,27,7,23,17,27,17,16,26,27,17,24,16,5,19,19,34,22,36,100,21,25,14,9,25,25,4,17,12,33,24,35,26,12,23,11,34,7,7,45,19,27,17,22,40,42,14,36,11,16,14,16,46,50,36,43,9,18,30,39,26,10,40,35,12,35,29,13,5,0,10,12,,14,41,33,14,7,37,19,55,42,57,20,25,13,3,12,38,13,19,19,27,20,25,13,7,45,21,35,18,22,21,32,14,17,26,35,7,13,,25,23,21,33,18,15,43,27,16,23,7,16,44,10,6,20,14,6,48,9,32,36,18,15,14,16,41,35,23,35,0,7,22,32,19,6,32,55,34,2,34,9,23,10,16,15,43,39,7,15,11,10,13,38,18,5,22,29,7,15,24,30,9,13,12,5,29,10,12,7,31
2020-03-07,28,7,17,6,17,16,26,19,20,26,27,14,38,27,6,19,14,31,23,32,33,19,15,15,8,18,26,8,6,18,25,24,19,26,12,18,11,27,4,9,34,17,27,16,17,39,32,7,33,8,14,14,23,36,0,37,15,9,7,26,36,16,7,41,33,9,32,17,11,5,11,8,13,,13,33,54,12,6,32,26,40,48,70,17,20,16,3,8,39,10,22,8,33,31,30,9,7,35,20,38,12,22,21,77,9,48,15,24,7,17,,25,14,16,14,17,12,40,27,17,23,6,15,37,13,4,21,21,39,26,12,34,31,19,18,18,13,0,11,24,55,0,8,17,16,40,3,31,44,34,2,24,9,23,8,12,24,35,37,7,18,7,10,15,17,21,6,18,31,6,17,26,27,8,12,18,6,50,0,24,11,23
2020-03-08,38,15,33,8,21,17,17,18,18,28,34,16,26,35,18,22,7,36,27,24,19,13,18,14,8,34,52,6,18,24,18,27,15,27,14,20,10,15,19,5,37,16,28,15,29,47,40,6,33,12,15,18,18,32,0,34,25,11,15,30,42,19,12,34,42,9,37,18,11,9,0,12,9,,18,39,44,12,6,34,29,39,46,74,17,25,19,2,9,46,13,21,8,28,39,30,7,5,68,30,39,12,13,21,47,15,27,7,19,7,30,,25,13,18,16,18,13,49,23,14,13,6,18,45,13,5,19,13,22,31,15,39,42,32,26,17,10,44,5,14,67,0,12,15,24,11,4,42,54,44,4,24,9,26,11,6,20,42,42,7,18,6,10,42,12,24,10,16,30,5,18,27,34,10,13,17,6,31,10,11,7,18
2020-03-09,31,21,100,9,31,23,8,23,30,31,37,15,38,35,15,26,9,38,26,22,26,16,37,23,10,89,48,25,19,12,38,22,19,31,16,13,12,25,14,9,63,18,31,24,54,50,47,20,25,18,16,25,24,31,0,30,26,8,15,42,43,23,10,49,46,9,55,31,16,9,10,19,10,,19,49,49,15,8,37,28,57,44,80,27,25,25,3,10,43,48,25,15,19,42,36,4,19,73,40,49,19,23,22,56,12,47,23,21,7,41,,38,33,22,26,29,13,53,25,25,19,9,44,53,18,7,26,15,27,29,27,57,59,47,47,17,24,54,16,7,40,0,16,15,32,23,2,41,84,49,6,30,4,49,17,28,21,45,43,27,18,9,11,26,16,17,18,20,36,11,20,29,43,12,15,17,6,30,28,23,13,24
2020-03-10,23,16,86,8,46,28,27,32,27,36,68,18,46,26,15,42,19,47,24,19,22,19,50,48,11,100,45,31,13,18,45,33,14,35,19,12,16,21,29,31,53,26,45,21,89,83,80,13,14,17,17,20,27,22,28,45,45,11,18,48,44,33,17,67,51,13,56,28,20,8,11,23,14,,22,63,42,17,10,42,22,68,49,77,82,29,22,3,12,42,47,24,7,36,49,44,11,5,45,28,59,18,14,24,58,15,53,8,29,9,83,,95,32,29,26,34,13,60,27,32,24,9,75,55,15,11,84,16,48,33,31,66,74,40,60,19,32,34,44,28,64,25,12,18,50,16,10,37,62,60,19,25,8,70,16,15,20,62,49,33,19,8,11,18,14,18,22,54,44,10,24,32,52,20,13,19,6,40,0,23,10,25
2020-03-11,38,26,99,8,56,36,37,45,28,40,83,29,61,41,11,43,21,54,31,20,25,87,53,24,16,71,66,14,14,29,30,27,11,51,19,18,19,29,15,32,52,49,64,41,82,76,100,18,33,19,19,19,63,54,0,61,24,11,24,58,46,36,18,62,58,29,72,40,28,11,20,62,11,,55,85,74,20,11,37,33,75,52,80,100,26,29,5,15,40,66,34,11,49,72,50,9,18,46,47,59,23,24,28,63,16,72,36,40,15,55,,49,87,28,26,26,15,63,28,39,25,11,77,90,14,12,100,19,70,50,31,87,98,56,87,23,23,28,35,34,69,45,11,23,82,39,12,41,69,67,8,31,23,73,29,18,15,82,55,32,19,14,12,43,6,31,19,100,54,13,35,36,58,27,14,22,6,33,10,34,17,24
2020-03-12,35,58,83,16,81,53,100,70,66,63,89,33,100,41,13,89,47,100,70,23,17,80,73,32,44,86,89,19,40,18,69,42,23,100,30,16,33,46,21,21,60,54,76,100,95,100,87,31,72,37,45,25,79,38,44,86,47,17,23,100,76,59,29,77,69,39,92,100,50,23,17,100,44,,58,93,94,24,15,42,31,100,69,73,88,34,28,7,21,50,79,34,18,63,96,55,26,28,100,70,100,33,31,41,49,17,100,31,39,35,59,,65,67,47,41,47,17,99,46,51,28,26,87,100,18,19,71,19,52,76,46,100,100,65,91,32,31,96,45,100,77,39,18,41,89,60,14,53,85,100,20,41,10,100,48,49,57,100,69,39,30,15,17,18,16,87,26,61,97,20,50,42,92,49,28,48,7,42,11,45,21,31
2020-03-13,46,53,78,22,100,54,77,84,78,72,92,34,77,52,14,93,52,89,78,31,37,71,63,57,58,86,100,26,44,53,70,41,29,99,22,12,44,47,45,36,55,62,71,74,100,86,68,41,67,42,51,32,72,28,0,100,66,50,37,91,81,99,61,95,77,79,99,79,91,72,12,44,42,,40,100,100,31,20,55,28,83,67,65,91,35,34,15,92,55,100,40,31,56,73,50,47,32,62,81,88,41,39,45,60,26,84,70,48,44,72,,39,45,67,45,74,22,90,49,58,35,37,84,84,21,34,61,19,58,70,41,96,93,63,93,37,55,89,100,46,56,32,20,72,87,43,18,47,94,86,19,40,28,97,42,65,82,79,100,30,23,31,17,27,16,100,31,67,86,48,54,46,82,100,25,100,7,42,23,24,43,55
2020-03-14,34,54,69,22,87,45,67,64,71,69,89,50,61,48,16,76,41,80,100,35,25,75,63,32,45,65,98,28,20,48,90,38,29,80,12,23,56,50,35,27,57,37,73,55,92,94,66,38,39,42,64,34,63,62,0,89,83,38,13,83,91,88,47,85,75,46,100,50,76,59,33,38,36,,41,89,69,31,23,42,33,91,74,62,67,31,40,10,56,50,87,42,49,25,100,46,43,26,44,87,92,30,30,43,53,44,73,70,41,47,69,,41,43,66,35,100,17,90,60,36,38,23,86,79,24,33,61,35,49,66,46,93,91,64,100,35,100,40,56,31,46,0,21,69,84,64,33,52,86,86,25,40,59,94,40,56,100,67,77,58,22,24,17,17,22,79,29,55,78,39,48,48,85,97,22,82,7,57,23,23,31,48
2020-03-15,53,52,75,33,55,37,47,100,87,78,100,40,78,50,20,48,37,85,64,33,17,56,64,38,44,90,96,30,24,44,80,44,30,81,71,28,84,71,50,26,69,61,66,54,99,94,52,71,86,42,81,48,60,57,44,68,95,28,42,74,100,69,55,77,79,68,87,43,88,65,32,57,38,,44,94,75,32,23,46,48,92,58,66,82,29,51,8,70,58,60,41,49,62,76,55,31,45,73,100,97,36,43,53,46,36,82,78,39,52,70,,61,100,73,42,84,21,100,71,34,29,24,90,70,28,30,57,28,63,100,46,77,77,64,86,35,82,42,73,38,64,0,24,73,100,100,20,60,100,75,18,75,28,87,39,41,61,69,87,39,30,25,20,16,20,55,36,55,100,35,45,53,89,90,66,91,7,47,44,50,38,58
2020-03-16,38,47,62,34,57,46,43,93,86,84,72,42,88,43,26,63,45,82,62,55,22,57,80,58,76,83,71,40,37,67,63,52,33,90,43,29,100,93,86,40,75,91,63,48,87,69,46,100,26,44,78,49,61,100,28,51,61,41,39,60,91,44,56,78,68,87,85,35,100,54,43,35,30,,64,85,61,36,25,32,40,82,58,59,62,33,58,7,66,60,60,40,33,40,70,51,93,48,65,76,81,43,42,62,50,40,68,63,46,54,61,,46,50,79,41,72,23,77,69,45,59,26,80,53,29,42,53,50,57,89,43,69,67,57,73,48,85,77,76,41,34,0,25,62,89,72,19,58,80,53,28,85,65,69,48,58,50,60,85,19,36,44,17,41,22,70,39,80,93,40,43,53,100,80,62,67,6,38,36,24,40,77
2020-03-17,28,43,54,30,39,40,43,87,72,85,64,41,77,42,24,100,34,75,61,84,26,49,64,74,88,59,78,34,40,100,61,48,77,81,33,44,80,86,89,46,70,85,63,59,73,66,42,79,40,59,75,35,54,71,25,48,95,35,58,50,78,66,80,69,62,68,80,40,68,36,76,29,29,,48,65,46,38,19,37,26,70,61,57,51,39,48,15,53,58,45,38,25,62,75,41,82,26,86,64,73,43,32,56,50,52,45,52,42,64,56,,47,80,60,52,72,22,68,71,35,49,26,93,50,28,43,47,47,54,88,31,62,54,65,70,42,72,69,51,49,43,25,22,55,73,63,29,56,75,53,39,78,31,63,48,30,51,52,62,43,35,37,18,21,29,68,29,67,84,41,49,51,97,78,38,68,6,49,0,61,81,51
2020-03-18,39,61,46,36,38,50,39,82,73,69,59,43,56,43,34,86,31,64,47,68,21,49,78,53,92,68,66,50,45,52,76,37,100,79,53,48,80,81,65,61,70,85,66,69,73,56,39,61,48,53,66,36,44,49,66,46,100,35,48,41,90,52,89,72,59,45,83,40,57,63,38,42,44,,44,61,56,40,19,34,29,69,56,56,44,34,43,9,56,52,48,36,52,34,66,44,74,33,43,65,71,52,58,56,44,82,66,55,54,58,61,,44,49,66,63,41,30,65,87,38,69,51,85,49,32,41,45,87,57,88,36,59,57,56,67,41,38,78,53,24,47,52,25,67,81,67,34,60,71,49,41,74,42,65,44,52,35,42,59,43,33,37,17,19,39,58,36,59,76,56,49,48,87,69,39,63,5,34,16,24,100,56
2020-03-19,43,45,49,34,40,57,60,90,72,66,52,57,54,44,39,78,37,61,71,82,18,46,78,53,95,88,73,48,19,66,85,41,78,76,38,82,69,72,67,100,79,68,69,57,64,58,37,31,22,55,73,30,100,82,29,42,71,35,100,36,65,62,63,80,53,61,69,55,64,61,46,36,47,,48,64,48,75,18,31,38,56,57,56,42,30,52,10,55,51,33,39,58,34,50,39,65,42,54,66,68,41,46,57,43,53,60,79,100,58,47,,51,71,55,65,44,33,54,88,100,100,76,77,40,30,40,50,75,51,83,29,56,47,49,61,39,66,56,42,16,41,42,25,56,76,64,29,53,60,52,31,72,29,64,44,46,41,33,60,58,33,38,16,23,64,44,36,56,74,59,53,51,79,57,36,64,5,56,35,24,66,49
2020-03-20,37,59,58,31,36,91,47,82,49,68,48,54,61,53,42,61,32,60,57,78,18,61,80,45,93,48,69,44,37,62,100,37,73,69,51,100,67,75,59,77,67,100,67,72,63,59,36,56,52,62,67,43,55,78,25,40,56,40,66,44,62,67,48,84,52,73,73,26,57,34,33,30,100,,50,67,39,57,16,37,46,56,69,56,33,33,53,12,54,55,43,41,83,32,53,44,57,29,33,76,64,76,44,55,52,68,49,77,70,55,60,,37,60,59,90,33,38,51,89,77,76,75,86,37,28,48,45,77,65,88,30,57,44,60,59,41,55,28,22,31,47,32,30,60,66,38,19,55,62,51,30,67,19,62,44,47,74,35,56,43,32,32,16,22,65,42,32,59,75,61,53,55,76,65,50,62,4,47,29,24,47,66
2020-03-21,59,38,57,37,53,100,45,96,67,76,48,56,42,50,46,71,28,64,69,76,38,57,100,61,100,62,67,64,19,43,94,32,64,67,100,50,72,98,67,76,64,82,100,70,60,61,40,47,68,61,73,50,69,73,67,45,53,53,47,48,64,100,60,97,53,72,84,49,66,42,25,25,59,,46,73,59,68,17,51,39,58,77,58,57,25,46,12,52,58,36,46,86,31,59,53,72,32,62,86,65,100,53,62,39,60,52,66,79,55,57,,53,56,61,100,39,51,56,93,58,66,66,94,48,40,59,55,100,73,67,34,64,44,64,64,40,57,32,24,24,32,100,35,78,83,53,28,65,70,53,30,70,69,66,45,62,42,38,57,75,24,28,15,41,67,72,31,59,74,67,59,62,72,64,41,70,5,43,34,25,53,72
2020-03-22,45,72,60,39,37,65,37,97,84,100,48,61,73,56,48,85,25,65,77,95,36,56,82,97,97,72,74,53,33,47,33,49,69,71,43,42,68,95,74,71,63,97,68,84,70,65,39,57,71,60,77,47,60,39,50,34,74,58,35,50,62,76,57,95,100,77,81,66,66,34,50,35,67,,42,67,47,74,20,44,46,63,57,58,46,30,49,9,80,60,43,49,46,55,61,53,79,34,26,75,58,77,100,59,62,67,48,65,66,50,52,,54,32,57,94,53,48,59,100,48,79,70,100,47,41,68,54,94,59,57,38,66,46,59,62,39,91,61,75,23,45,0,38,75,88,44,26,68,64,45,19,82,39,66,50,61,74,43,54,74,31,29,18,73,39,63,34,60,74,100,52,60,82,62,61,68,5,50,30,25,61,99
2020-03-23,44,63,59,31,44,62,40,82,82,82,38,76,49,50,52,57,45,53,79,100,49,55,70,100,80,53,61,58,37,40,56,50,65,67,59,55,54,79,100,74,62,83,62,75,68,45,37,67,88,49,57,40,52,61,22,36,69,58,57,38,52,59,71,98,43,74,66,61,54,46,53,33,59,,36,58,35,79,18,50,43,58,58,48,49,40,45,10,74,57,43,48,42,41,54,39,83,50,23,78,53,76,56,57,51,93,40,42,61,48,46,,53,43,52,100,73,58,48,91,38,86,100,75,37,43,70,50,99,48,51,37,50,36,59,56,40,52,74,33,45,49,31,39,76,66,59,25,60,52,42,16,84,24,53,45,79,49,36,48,48,29,31,15,30,47,49,31,51,67,88,48,66,80,46,52,61,4,71,18,48,64,98
2020-03-24,42,79,36,25,35,52,33,74,81,79,36,73,43,56,50,60,36,48,71,74,55,52,60,76,71,78,65,46,82,82,40,48,62,59,31,66,55,73,51,77,55,95,59,68,57,42,30,99,100,49,57,37,46,58,28,42,74,54,61,33,49,60,57,84,37,86,68,40,47,56,18,36,65,,32,56,32,79,15,54,44,59,62,46,45,36,46,7,71,50,40,49,57,42,30,44,72,52,41,69,49,67,52,53,54,83,29,41,64,52,47,,43,71,52,70,88,63,39,70,39,87,93,68,33,45,66,44,81,58,53,38,54,38,64,56,43,59,50,44,29,27,35,42,50,65,45,33,61,46,41,19,70,72,53,39,78,31,32,45,24,27,31,14,32,36,52,26,45,63,84,46,63,70,39,61,61,5,39,24,25,61,100
2020-03-25,55,85,45,25,35,49,94,64,75,78,34,75,52,61,64,86,27,47,54,61,24,47,50,52,59,93,56,46,60,62,61,37,62,61,61,71,48,72,52,61,52,86,52,65,68,44,30,46,73,45,46,40,44,45,0,40,80,66,73,35,47,60,57,83,34,100,75,31,39,47,61,23,48,,32,51,40,90,17,53,51,55,57,43,44,39,42,11,62,50,32,51,49,44,42,51,63,41,43,80,43,52,43,58,41,100,42,79,56,46,41,,52,68,44,83,85,78,37,73,29,98,91,69,35,54,72,42,61,55,48,39,55,37,69,52,44,69,100,32,26,30,28,45,42,73,39,44,76,42,43,19,84,26,52,44,30,57,31,41,65,29,38,12,22,39,49,32,44,58,82,47,71,73,42,55,54,5,42,29,25,83,97
2020-03-26,35,78,42,20,23,49,61,66,77,73,32,80,63,63,69,44,26,47,54,41,63,53,60,73,57,72,58,57,65,64,49,42,55,56,31,55,46,69,28,56,51,78,52,58,68,39,28,13,22,46,47,43,54,70,22,37,87,76,59,38,43,69,46,85,32,98,71,44,36,55,100,27,49,,42,54,27,92,18,61,54,59,58,44,41,47,55,13,67,59,43,59,64,55,48,49,82,38,36,81,44,47,84,58,58,88,35,58,58,45,40,,43,58,45,77,81,76,34,72,34,71,81,66,35,64,72,43,73,40,44,40,50,32,71,52,59,64,74,27,11,35,29,47,44,68,42,47,74,43,44,39,100,58,47,45,63,43,32,36,60,32,35,12,76,39,62,33,47,58,76,54,70,67,39,57,54,5,51,24,36,84,72
2020-03-27,59,74,46,27,31,38,36,58,90,71,39,100,53,78,74,47,77,53,62,59,52,61,73,77,55,81,60,50,75,36,45,44,51,57,56,19,44,61,29,58,49,69,52,57,80,55,28,32,19,46,50,50,38,91,33,49,70,91,61,46,46,53,59,99,34,80,75,53,32,70,38,33,52,,38,69,31,99,25,85,64,58,65,43,46,91,67,19,64,61,40,68,100,78,47,47,78,39,37,69,42,55,96,61,77,89,40,61,57,45,58,,61,47,53,60,86,82,35,68,39,62,84,58,32,62,73,38,69,38,43,40,65,34,83,53,76,39,68,59,17,30,26,54,53,79,52,38,71,53,46,53,94,75,46,44,80,53,34,38,96,99,35,15,33,45,52,30,53,58,75,79,84,63,34,72,47,11,56,51,71,70,92
2020-03-28,50,100,44,25,42,33,34,63,88,74,39,97,49,76,73,45,65,47,39,52,59,53,82,54,52,80,78,41,91,73,33,59,42,57,27,38,49,57,41,56,49,67,61,67,67,57,29,37,30,48,47,50,18,55,33,57,72,79,44,50,44,50,61,100,36,64,78,67,34,59,45,36,51,,32,69,31,100,32,86,63,54,72,42,39,100,52,30,53,80,35,65,63,69,62,52,69,58,28,94,39,45,91,63,67,97,51,58,50,46,47,,86,74,49,49,90,90,33,69,29,49,69,73,38,66,72,38,72,36,43,36,69,36,84,55,98,61,68,34,23,37,39,59,52,73,44,35,78,64,66,56,94,42,51,54,75,55,34,37,88,94,27,11,49,41,57,36,57,56,74,96,84,62,40,100,43,11,55,28,98,83,86
2020-03-29,71,96,44,30,35,43,19,57,100,75,33,92,53,74,66,65,100,43,48,38,38,52,73,75,51,73,93,45,100,51,25,62,50,55,47,25,42,68,73,45,54,75,60,60,66,47,31,48,42,47,49,63,25,48,0,50,89,97,37,44,42,51,100,92,32,66,77,74,35,100,28,44,47,,25,67,47,94,34,100,65,52,60,41,48,97,59,26,57,81,42,74,99,41,48,55,71,62,37,77,43,53,52,57,62,91,49,39,44,50,53,,58,39,58,62,82,88,35,66,33,63,69,74,36,66,69,36,65,35,47,36,69,33,89,55,100,66,31,79,18,23,0,57,37,82,80,49,70,57,49,36,83,35,48,50,60,48,34,34,64,81,37,16,0,35,64,34,50,54,71,94,85,59,47,76,49,12,68,20,12,78,74
2020-03-30,31,88,39,26,35,33,12,43,86,61,30,74,37,73,63,50,83,37,60,35,48,52,50,79,42,69,67,34,64,47,25,51,41,46,31,50,32,50,29,49,40,64,51,51,58,39,23,65,47,38,36,55,28,38,100,44,59,82,28,40,34,57,82,84,28,61,61,49,33,82,66,51,34,,33,55,42,78,27,79,60,46,52,35,46,84,54,20,55,74,33,71,64,85,46,45,62,52,18,46,35,47,41,51,53,84,33,57,35,43,42,,69,50,49,47,63,81,30,49,29,58,62,70,28,65,58,30,66,30,42,31,57,26,75,45,88,53,65,51,27,27,0,56,46,62,40,37,57,48,45,64,71,68,40,42,50,35,30,31,45,68,35,15,44,35,56,28,43,49,62,78,74,51,31,65,40,10,62,23,59,66,71
2020-03-31,43,87,42,25,27,36,28,40,80,55,26,82,33,60,63,35,83,37,38,48,40,40,52,72,38,60,65,29,70,67,32,45,38,45,57,26,29,48,32,53,35,46,45,52,61,39,21,21,50,35,32,47,29,36,0,43,41,87,26,31,34,60,71,84,26,63,58,34,30,57,67,41,39,,30,53,31,76,25,67,47,43,50,34,41,92,39,20,56,56,30,62,89,69,56,45,81,43,11,58,32,35,61,43,46,56,40,48,50,38,48,,42,39,40,49,56,83,28,50,26,56,54,61,26,58,56,31,59,31,39,27,56,37,76,39,84,53,25,31,7,38,23,50,43,65,31,71,58,52,37,59,61,65,38,51,65,37,29,29,51,57,38,14,16,29,38,25,40,47,62,72,68,48,25,43,39,9,50,24,36,55,60
2020-04-01,37,82,41,22,40,26,19,40,64,51,24,83,35,66,64,52,75,34,34,36,28,45,53,78,35,55,54,26,59,95,29,53,41,44,35,35,30,47,26,48,34,51,39,42,59,38,20,30,21,34,31,94,36,28,50,33,49,92,37,30,35,53,53,83,26,45,55,29,39,59,26,39,31,,31,50,28,72,22,75,85,37,50,30,45,83,50,20,57,58,25,60,36,49,49,37,100,59,28,43,31,31,48,39,64,58,34,28,44,34,47,,50,56,38,43,62,82,24,46,24,90,48,50,26,57,53,31,56,34,42,26,51,22,79,37,80,63,87,32,31,21,0,50,49,54,31,49,60,45,41,67,60,80,35,49,46,62,29,28,54,62,32,15,36,26,44,21,51,46,50,66,71,46,27,44,43,9,56,34,71,50,58
2020-04-02,36,96,40,23,33,26,18,43,84,47,26,78,38,64,62,49,78,34,43,38,15,38,41,57,38,59,59,23,53,37,25,49,38,43,28,13,32,45,29,42,35,37,45,45,50,37,21,66,19,31,34,47,45,33,0,37,46,91,57,33,34,51,56,76,27,47,56,31,44,72,36,54,48,,36,49,33,67,19,82,51,38,51,31,46,81,53,16,64,58,26,56,60,67,41,49,62,52,21,53,31,37,63,36,44,56,39,32,46,36,47,,42,45,99,44,61,83,24,48,33,57,91,58,26,57,51,31,47,35,43,24,54,23,75,35,84,61,39,47,24,14,0,52,40,60,61,55,61,43,42,54,93,34,36,41,83,34,26,31,68,69,37,16,31,25,55,24,42,43,54,64,68,45,35,40,44,10,47,100,23,65,73
2020-04-03,30,70,35,53,37,31,33,66,68,60,54,67,62,87,100,46,90,60,52,56,23,61,71,39,37,47,85,44,45,43,34,94,56,46,13,32,50,69,39,50,58,88,47,53,61,33,67,35,23,60,61,96,70,26,100,39,31,91,36,35,45,52,52,95,59,87,85,53,61,64,69,43,47,,47,49,46,87,100,100,100,49,70,36,48,82,75,19,100,66,37,75,43,94,48,73,69,67,43,49,46,43,59,94,52,49,33,100,39,40,73,,33,42,92,32,51,79,60,63,48,81,47,50,35,76,51,49,39,58,57,23,53,64,94,45,71,47,28,24,23,30,39,70,42,69,26,42,92,42,49,76,56,75,40,100,80,52,62,44,100,100,36,74,24,40,52,51,41,54,54,100,100,43,50,53,47,88,68,36,37,37,65
2020-04-04,55,88,33,57,19,32,44,70,63,64,53,79,42,84,100,37,68,59,36,52,21,75,52,60,38,31,64,43,55,26,23,90,54,58,38,42,57,85,38,71,72,58,47,51,53,36,70,50,16,70,72,100,85,46,40,35,62,93,41,42,47,32,31,90,57,54,54,48,75,55,79,46,40,,62,52,67,84,50,92,86,49,77,45,49,87,74,16,62,91,27,81,88,100,37,75,93,74,55,51,49,45,73,97,48,52,32,51,45,57,73,,61,51,98,31,46,89,60,63,59,68,48,56,31,78,56,62,38,61,67,22,56,23,96,54,75,65,41,51,42,35,44,72,100,60,28,100,98,41,46,87,61,100,44,98,95,20,63,50,51,67,38,32,62,35,53,50,45,57,45,73,99,58,55,49,43,100,80,28,60,57,65
2020-04-05,65,72,40,100,33,36,29,69,59,63,51,74,36,76,97,35,81,58,46,43,40,76,59,49,37,59,62,41,65,64,41,94,46,58,54,22,55,89,40,44,71,45,46,57,55,37,70,0,38,70,75,87,83,63,0,41,74,99,49,35,47,37,50,100,57,53,56,37,89,69,40,41,42,,54,50,49,80,32,85,95,56,57,43,46,86,77,17,55,100,34,76,82,87,40,76,100,87,41,60,48,35,79,90,44,57,37,12,46,73,80,,58,43,95,39,58,86,57,58,52,47,44,61,35,75,99,60,59,64,73,25,48,21,91,49,70,48,36,29,20,30,33,64,46,59,8,41,90,39,48,57,64,90,58,92,100,23,60,46,46,74,38,29,45,34,41,56,40,57,47,74,90,60,56,58,40,84,89,19,12,52,62
2020-04-06,60,96,34,56,28,24,26,42,57,62,32,48,43,77,87,60,84,54,76,44,17,49,51,60,60,45,76,25,51,13,42,100,38,47,15,33,36,61,28,37,47,43,38,50,51,29,34,45,42,39,40,94,53,31,100,32,50,100,39,28,41,36,35,68,33,39,53,57,70,78,16,43,49,,38,42,46,58,17,77,97,39,61,30,46,83,100,10,47,62,36,78,84,54,45,75,84,98,11,36,56,23,53,41,48,63,30,19,34,50,77,,40,34,100,36,47,79,56,55,33,65,39,55,79,100,47,37,63,45,47,23,47,16,90,51,53,44,27,39,36,14,61,72,34,46,43,59,68,36,29,47,52,98,35,40,68,45,26,30,52,75,35,17,36,33,56,52,29,58,42,76,86,48,34,55,35,11,81,54,46,44,59
2020-04-07,35,94,34,56,20,23,43,74,51,59,27,48,29,73,84,41,89,53,44,56,24,56,51,43,54,56,53,28,28,36,23,90,38,54,23,38,67,59,37,48,55,55,36,45,53,27,68,30,35,51,51,81,58,51,0,23,42,86,29,26,41,55,43,74,31,38,52,45,64,55,23,42,42,,47,38,48,56,19,74,89,48,58,30,34,71,67,9,44,87,26,100,62,78,36,72,70,85,16,43,47,30,76,40,34,50,36,7,36,100,62,,30,31,97,39,44,76,53,53,39,23,39,48,78,84,47,40,56,44,71,20,42,18,93,43,51,62,29,29,18,29,0,69,37,51,25,41,56,33,34,56,47,81,34,37,61,27,36,28,12,63,36,14,32,34,47,50,37,53,48,51,92,45,40,61,51,10,77,36,36,41,48
